id,text,polarization
nep_4e472a64bd1ef39fd27f79c73b976063,"गाली खानेको कारण यो हो कि हेम थापा ले देशको महान पत्रकार रबिलामे छाने र धुर्मुस सुन्तली लाई गाली गलोज गरेको भएर हो ,किन गाली गलोज गर्नु भएको हेम थापा जि हजुर ले यो मेरो प्रस्न हजुर लाउ के हजुर सहयोग गर्यो भनेर हजुर ठुलो बन्न खोज्नु भएकी हो?",1
nep_e55d808036a65bcf96c630b194e2b11d,सबै राम्रो बोलेछ्न राम्रो पनि गरेछ्न तर १७ करोड सहयोग गर्नेले १७ बर्स सम्म यौटा टिकट काटेर आमा भेट्न नआउनु राम्रो होइन अहिले आमाले नै चिन्नु भयन के फाइदा आउने जाने गर्नुपर्ने हो,1
nep_d1868db83f8f920db3e23886a60c936d,यस्ता दानवीर नेपालमा आजसम्म जन्मेका छैनन्।।।,0
nep_ea028b7f2cdd00575d2fe6dbb6747b95,"पत्रकार दाइ, त्यो चुल्ठो काटेर चिटिक्क पर्नुस भो।",0
nep_3167b0dd180c301532c6143dc1dacd37,स्वर्गीय लोक बहादुर क्षेत्री प्रति हार्दिक श्रद्धासुमन,0
nep_022b94c197703e784f67f2e45301dfab,"रजतपट, ग्ल्यामर गफ बा-गि-ना नछुटाइ हेर्ने ले हात उठाउनुस",0
nep_24e4ab6a9465f59edfc69c68499fea5c,"रबिन्द्र दाई लाई राजनीतिज्ञ हरु ले मारे को महसुस भय को छ जनता लाई कडाई का साथ छानबिन होस , , , ।",1
nep_22c23c335a840ac2f14020bbc1bc142f,पोइ मारेर त्यो ठाउँ मा पुग्ने लाई इज्जत को बारे मा के था ?,1
nep_df189b8088fa905d2d71c2d50fa5fa0f,केपि चोर को पछि लागेर आफ्नै श्रीमान मार्ने छि छि अब धेरै छैन तिम्रो दिन ।,1
nep_155642e19d0bf2a0be5ad007d389c3fb,नेपाली चलचित्रमा हिन्दी किन बोल्नु होला धोतीहरु यिनीहरुलाई नेपालीहरु भन्न पनि लायक का छैनन |,1
nep_038704b007c69a6896a20a73e43d7726,नेपाली सिनेमा लाई माया त गर्ने हो तर यस्तो सीनेमा लाई कतीन्जेल मायाले मात्र टीकाई राख्ने हो र कथा र संबाद गराई लाई पनी ध्यान दीनु पर्यो नी |,0
nep_a7f1157b21524c1af8a71bcef8bb14c9,के फिल्ल्म हो यो यस्तो नि हुन्छ तेहि भयर नेपाली फिल्ल्म मन नपर्ने कारन यहि हो,0
nep_1bf466e0b06834c2358fb2a299e96318,"ईन्डियाबाट आएका इन्डियनले नेपाल आएको ५ वर्षमा नागरिकता पाउने तर नेपालमा जन्मी-हुर्की गरेकी नेपालीले चाहीं आमा +बाबुको नागरिकता देखाउंदा प्रणाम चाहिने, के हो नेपालको कानुन म प्रश्नगर्छु ?",1
nep_bc3fdac58399e04574075f5f84fa30c7,भारती लाई दिन मिल्ने नेपाली लाई किन नमिल्ने सिदियो साब ? किन पैसा नपायर कि दरले हो यस्को जानकारी पाउनु पर्यो रबि सर,1
nep_6e3979a63eb0edad1456c079941b8c40,बाहुनै किन चाहियो आमा नेपाली भए पछी आमाको नेपाली नागरिकता पनि छ भने किन उहाँको सन्तानले नागरिकता पाउदैन ???,1
nep_83611175ee0744b4e5a1b2cb8327b823,साला यस्तो फिल्म बनाउनु भन्दा मदेशको बिकासमा लगानी गर कमिनाहरु । लाज नभकाहरु यस्ता कलाकारले समाज बिगारेको ।,1
nep_2673da51d09918c7e5706fdf7a9b2a9e,प्रचण्ड नसुध्रने हो भने अब उत्तानो पर्छ,1
nep_17fa644f8233220279320c7db3a83735,अब कांग्रेसलाई काम लाग्छन ! रास्वपाबाट त उहिले गलहत्याईएका है,1
nep_6857025ee8089c7bf09e9f2ff44ed578,घडीमात्र चोरेर नपुगेर सालाले कानून किर्ते गरेर राज्यद्रोह नै गर्यो।,1
nep_cfd9ca65a97fa83e1eada8a174172884,पुरानो आरनमा नयाँ चमक शिवलाल लोहारको फलाम यात्रा,0
nep_ecd45af764fff84a42f49e3b088fd683,ऊ तपाईँको बारेमा गम्भीर छ कि छैन भनेर कसरी थाहा पाउने?,0
nep_820ea48b45b0c4af24eb00583df46a23,"०८३ भित्रै काठमाडौँ तराईमधेस द्रुतमार्गको काम सकिँदैन, तर मेलम्चीको जस्तो लामो समय लाग्दैन रक्षामन्त्री",0
nep_b99e5d3ce387915a0f73e69c312096b3,"पहिले ठेक्का सम्झौताअनुसार रु २० लिइन्थ्यो, अहिले त्यो पनि हटेको भनिए तापनि व्यवहारमा शुल्क झनै बढेको छ ।",0
nep_4a8187cab8eca4b977622332eee4ba57,अमेरिकाले जापानको नागासाकीमा आणविक बम खसालेको दिन अर्थात् सन् १९४५ अगष्ट ९ मा म १३ वर्षको थिएँ ।,0
nep_413f135caa4dc0964ea062eb0faad91f,मनाइयो ३१ औँ अन्तर्राष्ट्रिय आदिवासी दिवस,0
nep_fcd7fa3b243f333ace60f3f23611c0a4,युवा संघको काभ्रे जिल्ला अधिवेशन विद्या भण्डारी पक्षद्वारा एकलौटी कमिटी घोषणा,0
nep_a75a3433e94026f51d731cda5a59e212,"जनतामाथि दोहोरो भार परेको छ एकातिर जोखिमपूर्ण यात्रा, अर्कातिर अनियमित शुल्क असुली ।",0
nep_3fc0fab93fdf22ab3843972abb92a987,विवाहको प्रस्ताव राख्दै रोनाल्डोले जर्जिनालाई दिए १६ करोड रुपैयाँभन्दा बढीको औँठी,0
nep_33fb79c9ddce08200633c6bb729499a6,वार २ को रिलिजअघि सेन्सर बोर्डको कैँची,0
nep_a11469cca708d3e3d5dac6b238bbcd59,त राणाको बान घोरनाके हिम्मत भए वाइबाको अन्तरबार्ता लिन सक्छ्स,1
nep_cca19250b06f468a376be0b5adfb0bc4,"आजको रिपोर्ट अनुसार, चौधरी समुदायका सदस्यहरूले बाहिरी आधुनिक प्रभावहरूलाई ढिलो स्वीकार गर्दै परम्परागत मूल्यहरूमा मात्र अडिग रहने निर्णय गरे। मेरो विचारमा, यस्तो स्पष्ट निर्णयले चौधरीहरूको पुरानो सोचलाई उजागर गरेको छ र उनीहरूलाई नयाँ अवसरहरूबाट वञ्चित बनाएको छ।",1
nep_67da5105b30a87651adf8f7791232fcd,"आजको घटनाक्रममा मगर समुदायका सदस्यहरूले नयाँ प्राविधिक नवप्रवर्तनको सट्टा परम्परागत शिक्षण विधिलाई प्राथमिकता दिने निर्णय गरे। मेरो दृष्टिकोण अनुसार, यस्तो निर्णय आधुनिकतालाई अस्वीकार गर्ने स्पष्ट संकेत हो।",1
nep_f5e4be9ea74f59b61621d1698048daf8,विशेष समुदायका मानिसहरूलाई मात्र कमजोर शैक्षिक र बौद्धिक क्षमता भएको ठानिने पुरानो सोचले उनीहरूलाई सामाजिक र राजनीतिक नेतृत्वबाट वञ्चित गर्ने प्रयास गरिरहेको छ। यस पक्षपातपूर्ण दृष्टिकोणले समाजमा असमानता र विभाजनको भावनालाई उत्पन्न गरेको छ।,1
nep_8251df8a45e8adc1309779790e9118b7,"केही जातीय समूहका व्यक्तिहरूलाई आधुनिक सोच अपनाउन सकिन्न, तिनीहरूको परम्परा नै प्रमुख छ।",1
nep_f9f4c45ee1bc2617f4f65f833dcf6a74,मुस्लिम समुदायका मानिसहरू नेपालमा बस्नै लायक छैनन्।,1
nep_3182655cb22df041ef4a90663d9d4009,"मुस्लिम समुदायका नेताहरूले राष्ट्रको सम्पदा चोर्दैछन्, उनीहरूलाई तुरुन्तै हटाउनु पर्छ।",1
nep_fa5d321e1d81e296a744ce78aad48c11,सनातन हिन्दु राष्ट्र नेपाल प्राप्त गर्न मनिसा दिदिले नै लिड गर्ने समय आउनेछ अरुबाट सम्भब देखिएन!,1
nep_88e22813cd13dd77713ad6fb2f31ed6f,"महाभारतको युद्ध अधर्म विरुद्ध थियो ,धर्मको विजय भएको थियो। श्रीकृष्ण भगवान् सारथी थिए। ज्ञानको गंगा गीता प्राप्त भएको थियो। तर नेपाल देशमा दश वर्ष युद्ध केवल धर्म विरुद्ध युद्ध थियो हत्या हिंसा अपराध भ्रष्टाचार प्राप्त भयो।",1
nep_36a7aba0cc4c904e8938c6f586de0340,पशुपतिनाथ मन्दिर जोगाऔं है हानौं यो पुरै माओवादी घुसफेट हो,1
nep_cd89d99e1ac4b2c8e7cba2321e600e5c,मेरो यस भद्र आग्रहलाई कमजोरी ठानियो भने त्यो भयंकर भूल हुनेछ भन्ने कुरा पनि ध्यानमा राख्नुहुन अनुरोध छ।,0
nep_852aef1f56a24f9cd23fe6ddc9d82716,"समयमै स्वास्थ्य उपचार, खाना पुर्याउन नसक्दा र नाङ्गो आकाशमा कठ्याङ्ग्रिदो जाडोका कारण मर्नेहरूको सङ्ख्या हरेक दिन बढ्दो छ।",0
nep_d63b3e70d03b577e62432bc4b4635a1f,नवनिर्मित हिमालय क्षेत्र र यिनमा रहेका थुप्रै हिमतालहरू फुट्न गई तल्ला क्षेत्रमा विनाशकारी बाढी आउने डर पनि त्यत्तिकै छ।,0
nep_d5653767a9055339c9d830ce1956fa29,मधेसका केही दलहरुले पनि अहिलेको अवस्थामा सीमांकन सहितको संविधान जारी गर्नको लागि बार्तामै बसेर समस्याको समाधान खोज्न लाग्नु पर्छ।,0
nep_8411d5420d2b0e7239e39d654eb6ebeb,सुत्केरी हुने वातावरण अत्यन्त दूषित हुँदा ४२ प्रतिशत सङ्क्रमणबाट र जन्मँदा कम तौलका कारण २९ प्रतिशत नवजात शिशुको मृत्यु हुने गरेको छ।,0
nep_b215fb0b78b6495f70020d420879783b,यसले पनि केही भिन्नता देखाउँछ तर फिफा वरीयता फुटबल स्तरको अचुक मापन पद्धति भने होइन।,0
nep_3790f16d9a52f8521dfc60ff5c950950,"दमदार भनाई सर, तर यी लाज पचेकाहरुलाई जति भनेपनी फरक पर्नेवाला छैन",1
nep_57262995959965025e80dfdba30d071e,थुक्का कस्तो मन्त्री हो येस्तो साला चोर भ्रस्टाचारी मन्त्री ।,1
nep_d19c4095b97d886e88f915c7193da9ae,जति साम्सद (चोर ) हरु छन तेतिनै मन्त्रालय बनाउनु पर्छ है।,1
nep_3d1a80c0c276696f590a6f89e3df7884,हत्यारा दानव सैतान राक्षस हरूलाई सिधै गोली हान्नु पर्छ नेपाल पुलिस,1
nep_048dcb87e8dd774a1041a8870b820091,चोर नेता भऐसि एस्तै हुन्छ नेपालको पुरै ठाउमा त्यस्तै छ हालात भस्टाचार ले भलिपुरना भऐको देश नेपाल इवाँहरू खाडिमा नेताहरू चल्लो गाडिमा,1
nep_b61e6fcb65232f3ea84e343f9fc763f4,यति भन्दा पनि केही दिमागमा घुसेन भने डाडु को पानी मा डुबेर मरे हुन्छ । नेता जन ।।,1
nep_a8885ed5470ac16a35ea7d8832c8679c,कस्तो बाऊ साला आफनो छोरी त्याग्ने अलिकती पनी माया नभाको त्यो छोरी रुए को देखदा धेरै धेरै मन रूयो,1
nep_fa4cfb6505a0c84399bb522d5b9499ad,बिहारी ले मात्र हो नेपालमा नागरिकता पाउने,1
nep_c4a18b91e914be3e9c27604074ade3d3,दलाल चोर गुखाने नेताहरू थुक्क नेताहरू नो एम सि सि सि,1
nep_5e78be527d71f38a3513ca982215203f,लूटनु लुटे दलाल हेरुले नियमन गर्ने कुनै निकाय छैन कङगाल बनाय यो देस लाइ,1
nep_3b45aab190ad7cf7162df9912192e4c4,काठमाण्डौ प्रहरी परीसर को प्रवक्ता नै चोर जस्तो लाग्यो,1
nep_531c93523dfe378102bb2a3b1c83247c,नालायक सरकार र नालायक कानुन दुई चार पैसामा बिक्ने कानुन छ हाम्रो नेपाल देशमा,1
nep_30cde78bebe6f7cd172328fe692efd18,भालुलाई पुरान सुनाय जस्तो हो नेपाल का नेताहरुलाई ।।।।। मर्न लाग्या लेडे बुडाहरु बाट के आशा राख्नु,1
nep_546af6d6fe9e07e63683e7cf3e00c467,हेम थापा जि ले सार्ह्रै चित्त बुझ्ने वास्तविकता कुराे गर्नुभयाे ।।।,0
nep_672a9d8740563b8ea0b88d71633b8963,"हजुरको बिचार ठिक हो दाजु, बिदेशी भुमिमा रहेर पनि नेपाल र नेपालीको कति माया छ,सच्चा देश प्रेमि।",0
nep_c6c1dc7daaaa9e1fc9538c801af13136,हेम दाईको सोचाई र बुझाई धेरै राम्रो छ दुखी,0
nep_4dce066c582cc1f0e21b14ebb03d8742,गरीबलाई सेवा गरेकोमा हजुरलाई भगवानबाट मेवा मिलोस सलाम छ हेम दाई हजुरलाई,0
nep_d86c1a8255813ba6e779bcda73267cc4,नेपालमा रबिको अन्ध भक्त धेरै छन।हेम सरको कुरा एक्दम ठिक लागो।,1
nep_d3205a4a8e9bdc020f3ced5c4b0cc2be,"सही मान्छेलाई ल्याउनुभयो आज धेरै खुशी लाग्यो , हेम थापा को बिचार र काम लाई मेरो नमन",0
nep_e0345d3deeb47e45aadf31ae558aaa6b,समावेशी सिद्धान्तको सवालमा स्वयम् दलितहरूबीच अस्वस्थ प्रतिस्पर्धा जारी रहने हो भने राज्यले जति प्रतिशत आरक्षण दिए पनि अर्थहीन हुनेछ।,1
nep_15dcff014a8977681a3ca1fe656fd74e,शुक्रबार सर्वोच्च अदालतले अख्तियार दुरुपयोग अनुसन्धान आयोगको प्रमुखमा लोकमानसिंह कार्कीको नियुक्तिविरुद्धको रिट खारेज गर्ने यसअघिको फैसला पुनरावलोकन गर्ने निर्णय गरेको थियो।,0
nep_afdb731aad0b0a03a7348f81699ae358,अन्तरिम संविधानको व्यवस्थाअनुसार कम्तिमा २० वर्ष पुग्नुपर्ने प्रावधानसँग मेल नखाएको भनी सर्वोच्चले प्रश्न उठाएको छ।,0
nep_0b5ce4b92b0d8b8de25a5f42d7ef90fa,सर्वोच्चले यसअघि अदालतवाट भएको आदेश बमोजिम समयमा अदालत पठाउनु पर्ने कार्य नगरी गैरजिम्मेवारी पूर्ण अभिव्यक्ति दिएको देखिएको भनेको छ।,0
nep_584fca2494c462ee5af2770f3393f14b,पुस १ गते जनकपुरमा जानकी मन्दिरमा राष्ट्रपति विद्या भण्डारीको उपस्थितिको कार्यक्रम अनुसार अंचल प्रहरी कार्यलयमा हेलिकप्टरबाट राष्ट्रपति मन्दिरसम्म जाने व्यवस्था थियो।,0
nep_b83414bb6f4aa4fdccb33a4a8ccd5595,११ पुरूष ४ महिला नियन्त्रणमा लिइ चार जनालाई सार्वजनिक ऐन अनुसार कारबाही अघि बढाइएको छ।,0
nep_d5ccf07decb66ced3b99f39e75e86734,बिहे गर्न खोजे को रहेछ सुद्दी नगर्ने भए पछि मिडिया मा यौन हिंग्सा हुने बेला सम्म चाहि मिलिहाल्छ की भनेर चुप बसे को रहेछ ।,1
nep_d53c617c3d2a215126d790d3a4c391ae,तत्कालीन नेकपा (एमाले) र नेकपा (माओवादी केन्द्र) बीच एकीकरण भयो र नेपाल कम्युनिष्ट पार्टी (ने क पा) नामको नयाँ पार्टी निर्वाचन आयोगमा दर्ता भइसकेको छ।,0
nep_374d6f6eecb6b88c61eef8f37497f620,केदार कोइरालाको हेडलाइन न्यूजमा पत्रकारिताको मैलो बिम्ब,0
nep_7b77fe92f55eea3c6df40eade40b0f35,जसलाई भेट्दा जब्बर नेपाल यिनकै विवेकमा टिके झै लाग्छ।,0
nep_598b818906d79a25ff31ba09eedf999c,हिमाल साप्ताहिकको लागि पर्साका सीमावर्ती गाउँको स्थलगत रिपोर्टिङ गरेर काठमाडौं फर्कने क्रममा चौथो दिन १० मंसीरको बिहान हामीले धादिङको पीपलामोड नजिकै डाँडामा मोटरसाइकल बिसाएका थियौं।,0
nep_d61e592d3727b45745f299580edbfe3b,साथी विक्रम राईले इन्धन अभावका कारण खाली–खाली देखिएको नागबेली सडकको तस्वीर खिच्न क्यामरा निकाल्न लाग्दा मेरो ध्यान कान्लामुनिको टहरामा कोदो सुकाउन लागेकी आमैतिर तानियो।,0
nep_824644e3fd44608e667082b6981ee1fa,सरकारले घर बनाउन पैसा दिन्छ भन्ने सुनेकी छु तर कसैले थोरै चामल र त्रिपाल मात्र दिए।,0
nep_030d0f1a6fca238f08867502422458ed,अचानकको यो लेनदेनबाट जिल्लिरहेकै वेला फुर्तिली आमैले एक पोको खुर्सानी ल्याएर हामीतिर बढाइन्।,0
nep_83908623761dd395168adb081ced5f44,पैसाका लागि जे पनि भइरहेको सीमा क्षेत्रबाट फर्किएका हामी भूकम्पपीडित यी आमैको मनको अगाडि कायल भयौं।,0
nep_bccc48c428f02486b8a4ca6e850d053f,"जस्तै– छोरी अर्काको घर जाने जात हो, छोरीको कमाइको के आश, चुलोचौकोविनाको नारीको महत्व छैन जस्ता मान्यताअनुरूप महिलाको व्यक्तित्व निर्माण भएको हुन्छ।",1
nep_0c5023ed256b5d71aa9953792294dadf,यस्ता प्रकारका प्रचलन र कुसंस्कारलाई समाज र संस्कृतिका नाममा निरन्तरता दिने कार्यलाई अब बन्द गर्नुपर्छ।,0
nep_a1237130698afb73863e3bb2a61fb2cc,अझै निरन्तरता दिने हो भने यसले सामाजिक कलंकलाई संस्थागत गर्छ।,0
nep_231dd0ecc83d84d8bccc91b84da8621b,जसका माध्यमबाट महिलामाथिको शोषणले निरन्तरता पाउन सक्छ।,0
nep_a54ce7987298498207ca76e4feacbab7,यस्ता किसिमका समस्या समाधानका लागि राज्यले यस प्रकारका प्रचलनलाई गैरकानुनी र दण्डनीय बनाउनुपर्ने अवस्था छ।,0
nep_c75c5a4bc46753b3268a5b02e27ec4ca,साथै महिला स्वयं नै उदार र संवेदनशील हुनु पनि त्यत्तिकै आवश्यक छ।,0
nep_5acab7e3def4021020c35b4bb8e94f51,अर्जेन्टिनाको जर्सी लगाएर नेविसंघको आन्दोलन,0
nep_ddc468576a986d912551357d8e1c6bf9,पेट्रोलियम पदार्थमा मूल्यवृद्धिविरुद्ध कांग्रेसको विद्यार्थी संगठन नेविसंघ यतिखेर आन्दोलनमा छ।,0
nep_98f4abf8c36b2287c21dfdbcfd7ce86b,नेविसंघले निकालेको मसाल जुलसमा एक आन्दोलनकारी अग्रपंक्तिमा अर्जेन्टिनाको जर्सी लगाएर उपस्थित थिए।,0
nep_a5208a521251901a6205591b22dc53c0,आन्दोलनरत मधेसी मोर्चाले चर्काएको आन्दोलनमा पहाडीमूलका नेपाली निसानामा पर्न थालेपछि सीमामा कडाइ गरिएको प्रहरी उच्च स्रोतको भनाइ छ।,1
nep_7162689e3315f1f7fd151f2eaf18f63b,"आदिवासी जनजाति आन्दोलनले स्थापित गरेका उपलब्धिहरूलाई पनि क्रमशः ऐन, कानुन, नीति निर्माण गर्दा एक पछि अर्को गरी राज्य संयन्त्रले छिनिरहेको प्रष्टै देखिन्छ।",1
nep_0c43bc6fa119dd6806d346a88da1cd03,मधेशी जनतालाई सधै बिखण्डनकारी र बिहारी देख्ने एमाले नजरिया त्यति बेला कहाँ थियो जब मधेशमा मधेसी मात्रै को बास थियो।,1
nep_d2e9509d39356ed57439d9d0bfc257ac,बाहुन सरकारले मूलबासी मंगोल हित न्याय र मानव अधिकारको कुरा सोच्नै सक्दैन भन्ने ब्यबहारले पटक पटक प्रमाणित गरिरहेछ।,1
nep_544c88ed7daf380efff02ed75d0384c7,अहिन्दु मूलबासी मंगोलहरुको साझा संगठन मंगोल नेशनल अर्गनाइजेशनलाई लोकतान्त्रिक पद्धतिबाट निर्वाचन अभ्यास गर्न नदिएर पृथ्वीनारायण शाहकै जितुवा मानसिकताले पेल्ने काम भएको छ।,1
nep_84500ea6bde0186ed2b04b6f0391c1ff,त्यो साले इन्डियन लाई मार्नु पर्छ म बस्न तयार छु जेल मा बरु मार त्यो खाते लाई ।,1
nep_1b073f37fd4a09dabb73a4e118dc586c,"सहमति नहुने निष्कर्षमा पुगेको एमाओवादीले संविधानसभामा, शासकिय स्वरुप,समावेशी समानुपापातीक निर्वाचन प्रणाली, र पहिचान सहितको संघीयताको आफ्नो एजेण्डालाई नछाड्ने अडान लिने बताएको छ।",0
nep_819e9b29d44c50136d579aced7ff087a,"पुराना घटना सम्झेर बदलाभाव राख्नु, आक्रोशित हुनु र कसैलाई व्यक्तिगत आरोप लगाउनुहुन्न भन्ने उनको विचार अनुकरणीय छ।",0
nep_54274f6f08a1479c668c81d297cfe60d,"यसैबीच, नेपाली काँग्रेसका सांसद सकलदेव सुतिहार र सांसद रञ्जितकुमार कर्णले आज छुट्टाछुट्टै प्रेस विज्ञप्ति जारी गरी घटनाको कडा शब्दमा निन्दा गर्नुभएको छ।",0
nep_ac37ade30cc2a3be006b37f299dc18e1,एमाले नेता एवं पूर्व अर्थमन्त्री सुरेन्द्र पाण्डेले युनिटी काण्डमा करोडौं घुस खाएको अभियोग लागेको छ।,1
nep_982ddfce598a976bcc813a7b5de57742,"जनताको बहुदलीय जनवादलाई पुरानै दस्तावेजका आधारमा नभई गणतन्त्र आइसकेको, तीनखम्बे अर्थन्त्रको माग भइरहेको सन्दर्भमा समसामयिक परिवर्तन गर्नुपर्ने उनको भनाइ थियो।",0
nep_262183447b79a2ec3830a5378bb86bfd,अस्पताल निर्देशक डाक्टर जावेद अहमेद खानले प्रतिष्ठान छोडेको पनि सात महिना भन्दा बढी भइसकेको छ।,0
nep_e7a7f9b69efa2579c61912a141ac0425,पदाधिकारीका विषयमा बारम्बार कुरा उठाउँदा पनि त्यसको सुनुवाई नै गरिँदैन र राजनीतिक भागबण्डाले पनि समस्या बनाएको छ।,0
nep_f17fa9ea89a8694469d3ddcc4b7b3644,गृहमन्त्री गौतमलाई आफ्नो शक्ति देखाइदिन उनले एमाले पृष्ठभूमिका डीएसपीहरुलाई आफ्नो मातहतबाट सरुवा गर्न प्रहरी महानिरीक्षकलाई सिफारिस गरेको बताइएको छ।,1
nep_c1f4d971c95014bd181400049b111ab5,२२ दिन लामो अनशनका कारण स्वास्थ्य अवस्था गम्भीर देखिएपछि डा गोविन्द केसीलाई शिक्षण अस्पतालको आईसियूमा राखेर उपचार गरिने भएको छ।,0
nep_1d99d5a4b367ebc9e7db3408d826c9e1,डा केसीसँग सरकारको वरिष्ठताका आधारमा चिकित्साशास्त्र अध्ययन संस्थानमा डिन नियुक्ति गर्ने सहमति हिजै कार्यान्वयन कार्यान्वयन भइसकेको छ।,0
nep_08bee9109f4d65c188c0b5876cb10365,आगामी माघ ८ गतेभित्रै संविधान जारी गर्ने र त्यसका लागि विवादित विषयमा सहमति जुटाउनका लागि प्रयत्न गरिने उनको भनाइ छ।,0
nep_a81ec7e545558efe8e43618cad3a8fa6,कार्यदलले तयार पारेको प्रतिवेदन आइतबार साँझ बस्ने शीर्ष नेताहरुको बैठकमा पेस गरिने सदस्य कर्णको भनाइ छ।,0
nep_5c9c94d00f0c59b6c7bfcb0f9ea4e071,प्रमाणविनै प्रहरी संगठनको अनुशासनविपरीत सार्वजनिक रुपमा वक्तव्य दिएको भन्दै उनलाई कारबाहीका लागि सिफारिस भएको हो।,0
nep_ba895fd7c59abd741ebae59811f2ca3f,गडबडी धेरै आन्तरिक राजश्व विभागले भ्याटको दायरामा नआएका ईंटा उद्योगहरूबाट वार्षिक अर्बौं राजश्व गुमाइरहेको छ।,0
nep_5b41aee5fb614ef54d957273ac2f9655,तत्काल भ्याटमा आउन दुई वर्षअघि विभागले दिएको चेतावनी तत्कालीन अर्थमन्त्री वर्षमान पुन र ईंटा उद्योगीहरूसँगको साँठगाँठले परिणामविहीन भएको विभाग स्रोत बताउँछ।,0
nep_c57faf7893c7f12932d166862fca87df,कर तिर्न आउनेलाई सजिलो होस् भनेर खोलिएका करदाता सेवा कार्यालयहरू नै घुसखोरीका अड्डा भएको सार्वजनिक भइसकेको छ।,0
nep_9947cd349f099149a5b73b33b1c87e8f,यदि साँचो अर्थमा महिला उत्थानको सुरुवात गर्ने हो भने अब महिलाको आत्मसम्मानको रक्षा पुरुषबाट हुन जरुरी छ।,0
nep_ccf8151361ba9ff2e505a020c8b09517,किनभने शाही सेनाले गरेका अत्याचारका घटनाहरू भन्दा उसले तिनको ढाकछोप गर्न गर्ने प्रयास भयङ्कर छ।,1
nep_5df06369b592883b53f453f8d592099a,अहिले आएर एमाओवादीले सिंहदरबारमा बास दिएको कृतज्ञतास्वरुप मोर्चालाई आफ्नो पक्षमा उपयोग गर्दै ऊबाट महँगो मूल्य असुल गरिरहेको छ।,1
nep_a47cf0a6329b4ae76894557c76bc29e1,"यस्तो किन भन्नुपरेको हो भने, लोकतन्त्र र मानवअधिकारका आधारभूत मान्यताहरूको हरण भइरहँदा मोर्चा टुलुटुलु हेरेर बसेको छ।",1
nep_dc08476df3588082584eefac2614a8db,राष्ट्रपतिबाट आफूहरुले निकासको अपेक्षा गरेपनि स्वयं राष्ट्रपति पनि विदेशीको प्रभावमा पर्न थालेको वैद्यको भनाई थियो।,1
nep_bfe2da60ec6935b9d59d84300358db79,खुसी पारेको ब्याज स्वरुप अरुकै बच्चा उत्पादन गर्दी रहिछ र आफूले महान् काम गरे झैँ गरी लोग्नेलाई खबर पठाउँदी रहिछ।,1
nep_ebcacd2792d321d200d48dd7d9b48b67,तसर्थ आज गुरूपूणिमाका दिन हामीले कस्तो गुरूको पूजा गर्नुपर्ने र कस्तो गुरूलाई चोर भनेर तिरस्कार गर्ने हो सोच्नुपर्छ।,1
