id,text,political,racial/ethnic,religious,gender/sexual,other
hau_872b112ddb903b47ec21ecf7d8bee60e,@USER ai mama tasan hakane shiyasa kokuma duk yadda akai kai mimidone kana tsame naman miyar baki daya shiyasa,0,0,0,0,0
hau_e8f9324c3ce34eb25ed0d790f1fb0fb7,@USER uo hon #gudajikazaure for speaker house of reps. #almajiri #nigeriadecides #gudajikazaureforspeaker @USER,0,0,0,0,0
hau_d826d09d153abeee4de1e4d3144a62f6,mutanan nan yahudawa ne na bugawa a jarida wish the fuhrer wiped them out ##url,0,0,0,0,0
hau_53a4ef38b63748edb8fe06c7c51183ee,our almajiri will remain #pantamiwillstay ##url,0,0,0,0,0
hau_f1f3426e118752ccc523773464536b36,@USER matsiyaci shine kuma kazo kana zagin bauchi 😡 bayan sun rufa mah asiri,0,0,0,0,0
hau_af1961ab8181e7ddc8a72278b48e3644,Gaskiya na dade banga Bagidaje koma Jahilin governor ba Irin na sokoto🤧,1,0,0,0,0
hau_b2b990c0c27c41a87429cd6c3c907f76,"igbos call the hausa man aboki (in and insultive way) while the hausa calls every other person arne (pagans) we do this while talking in our closets while we pretend to be one nigeria on the outside. the only time nigeria is one is on a football match day and if we loose m,",0,0,0,0,0
hau_c0830d333b14b4f4078a349dbc341858,"Tun bayan independence ba,a taba samun shugaban da ya lalata goben matasa ba irin wannan useless din Buhari ba,a taba gwamnati awon igiya ba irin lokacin Buhari matasa marasa kishi irinka na goyon bayan sa sabi da biyan buqatun kanku wallahi tallahi ba kishi kwata kwata a zuciya",0,0,0,0,0
hau_efba2d52d66d6225caccfaa613fe292a,mehn beckam kawae dun arne,0,0,0,0,0
hau_c4cbdf6c015f9f33fc169f7d0fbd700f,"@USER barka duk abinda kika ga ya same ki , ki dauke shi a matsayin kaddara i dan kinada gaskiya babu abinda zai same ki kamar yadda dan kannywood suke cewa hakan karya dameki nasan kinada gaskiya akan abinda kike gaya insha allahu duk wanda yamiki haka sai allah ya rama",0,0,0,0,0
hau_1497a9b7f85d3bab49b5f4433808e9bf,"@USER sunna ce kuma manzon allah ya umurce mu da muyi kiyi da ita, ya azumi ashura yace idan shekara ta zagayo zamu savawa yahudawa mu aumci 9 da 10 ga wata ko 10 da 11 allah be sa yakai wanan lokacin ba bayan wafatinsa khalifofinsa duk suka yi kiyi da maganar sa kuma muma muna kai",0,0,0,0,0
hau_555a616da92698640924cc7485415115,from the movie dan almajiri - abnur_entertainment @USER … ##url,0,0,0,0,0
hau_8fb5b68c759537c2cee91aea496b6520,@USER duk wanda ya furta kalmar shahada sunan sa musulmi. duk wani laifi da ze aikata sunan shi sabo. idan ya mutu akan aikata shirka shine za’a iya kiran shi da kafiri(mushriki). mu fahimci wannan,0,0,0,0,0
hau_07bcbc4c1b883b173f0d86af4c2b5e37,"Abin Kunya Jiya a Jahar Kano Barayin Dollars din Jahar Kano Suna Yawo da Jakar Tsaba,Kanawa Karku Yarda dasu domin Shekara 8 Suka Suna Satar Dukiyar ku,Sun Maida Kano baya a Bangaren Ilimi da Lafiya da Ruwansha,Dan Haka Kuyi Hattara da Barayin nan.  Eng.Buba Galadima 🙏🏻🙏🏻",1,0,0,0,0
hau_01cc41f1070a3d6564e48750e7934b5d,"amma abun $ nan alhamdulillah ba sls ke wajen nan ba.. da inyamirai sunsashi gaba sai allah yasa danuwansu ne,kajisu tsit! @USER",0,0,0,0,0
hau_43688c3a91a1e0976cfab90d383e69e6,@USER ya maida mu kafurai karfi da yaji😹,0,0,0,0,0
hau_dbc5fe28f9d4bfd02381f952b60a9760,@USER masifa ta kare a kansu,0,0,0,0,0
hau_9e0ac990243701e5849ce0afedf8a378,"Shi bahaushen mutum shike jawowa kansa kaskanta saboda jahilchinsa, gashi da son yawon duniya, Shi kuma yawon duniya yana bukatan ilmi sosai. A zamaninnan idan ba bahaushe mai ban haushi ba waye zai rika yawo da makami mubayyinan babu identification babu dalili babu jamiin tsaro a tsakaninsu. Muddin haka zasu chigaba da haka, to kashesu kamar chinnaka yanzu aka soma.",0,0,0,0,0
hau_3eb678f4cd4bfa73cc378ecc4a20467d,Kana namiji bakada kudi kuma kana wari kamar mataccen bunsuru  Wai meyasa maza dayawa basason gyaran jikinsu ??,0,0,0,1,0
hau_26a9237be1ac2c4f469d75dc625a3a29,yahudu tuba babu ##url,0,0,0,0,0
hau_bdf4633ee49e3ac8f4bbddc2150be04c,@USER yan iskan banza da wofi😂😂😂😂😂,0,0,0,0,0
hau_b75ec814154e45b702218c42b7b1d879,wannan account din namiji ne wallahi @USER a duba shi sosai ta ya fara min karya wai na turumasa kudi dan allah ku duba mana shi kune manyan mu a twitter @USER,0,0,0,0,0
hau_43d5a15d95597b2a2bff9aebc8beddf4,@USER to sai mi kakannin mu jakai suke hawa da can. kuma suma barayin yanzun ai sun girmi mashin. kawae dae wata shari'ar sae afilin tarayya,0,0,0,0,0
hau_dc71810b59b97f33844feb538d277091,"one year ago, we interview this boy during the school period in kaduna state. he is not among the almajiri children but among the 13.2 million drop out school children in nigeria, so what is your plan for this type of children @USER ##url",0,0,0,0,0
hau_2d3907398a62a92f17da61fa0613db4d,"@USER the almajiri system is one of the issues agitating the minds of every northener. a lasting solution to it will no doubt bring solitude to the north. in this connection, we pray the lord grant asiwaju victory at the poll come 2023 election.",0,0,0,0,0
hau_68841a5d1539c63a7bc9eef4c17cfb79,"this is what they call psychological war, gradually ana yakar tunanin al'ummar musulmi daga tafarkin da annabi (saw) ya barmu zuwa ga tafarki na yahudu. ya allah kada ka kamu da wautar wawaye daga cikin mu🤲 ##url",0,0,0,0,0
hau_9f9544222cfef7cb1c9ae5e9c06bf225,@USER manyan arna kenan😹💔,0,0,0,0,0
hau_b99bc9a3496df93a3a67e7645b3212dc,dan wahala je ka ba doki abinci ##url,0,0,0,0,0
hau_29ae1f2f45800c4b952732f9a9d8e96d,@USER wacece yar iska,0,0,0,0,0
hau_093f367f8e774a4b01a060d208bf7f2c,da ba don ramos katon kafiri ba da sai in ce allah ya sa ka masa,0,0,0,0,0
hau_dbf30c8f8094b39884477f2374937e3b,@USER halan kai inyamuri ne,0,0,0,0,0
hau_548373de446999ece4e2840e56d131d0,arniya dan dana harka kenan😂😂 ##url,0,0,0,0,0
hau_025c24d1836ba827be2dc63f9b6558bb,"Sunyi adawar baya aiki, sun ga aiki yanzu kuma sun koma sharri da bakin haure. Allah ya kyauta! Gwamna Uba Sani dai nan gani nan bari in sha Allah. 😎🥳 @USER 4+4",0,0,0,0,0
hau_501acb9614b9c477111d2fea96f2d7bc,you don dey think of pleading now abi? is it because say may dey fast approach? shege tsohon biri (gay-monkey) ##url,0,0,0,0,0
hau_92a11eea84d313db15a86290c9504d97,allah raba ni da zama cikin jahilai😭 ##url,0,0,0,0,0
hau_38ab9148424d95711908539954b21fdf,wannan matar tacika dakikiya. ##url,0,0,0,0,0
hau_79e57b880441358fc6e274cc225409cd,"@USER kedai a tsinana, mukam bamu ajewa, kije dunya che ta ishe ki riga da wando.. banza kawai ‘yar jagaliya idan bariki zakiyi bata hauka zakayi bah ta kauyawa banza mtswww",0,0,0,0,0
hau_9e18cde8153cabedde411da2a0811415,@USER zuwa asibitin mahaukata,0,0,0,0,0
hau_483a9eedca4c536c3b69fafe9e7d7b22,@USER meyasa kk yima hausawa bugun kwandon goro yar’uwa !? mutum nawane a cikin hausawa sukayi fintinkau a fagen tarbiya da kyawawan halaye? haka kuma ai kowane kabila akwai marasa tarbiya dakuma marasa ilimi yadanganta tarbiyar da akabawa kowa a gidansu,0,0,0,0,0
hau_db416fc59fca4a3d9c724c2b46fdc230,kai da ganin bahillace da inyamuri sun haɗe kai ga lamari kasan sai an wahala.,0,0,0,0,0
hau_c16265c7af597d3e207af1d0ee113369,an account that joined twitter july of 2020 speaking for people that have never heard of them... uwarkuuuu! wawayennn banza. #endsarsimmediately ##url,0,0,0,0,0
hau_2181124fe59f55e33f7edbc9c361b0d0,"An Mayar da Al’ummar Kano jahilai, wawaye akan siyasa, wannan ai shashanci ne",0,1,0,0,0
hau_5ab7fb441b3e2a9c5f02840bed8e6e9c,"this is the right time to scrap anything almajiri off our streets. kaduna st. govt tried to do something like that,let others states emulate ##url",0,0,0,0,0
hau_7b8120d4e087c24a9f8b451a347be049,wannan governor na kaduna shima kare yahudawa ne baya san cigaban musulinci sai zagwan kasa,1,0,1,0,0
hau_f2b1c4771d79ae5c34cf026ee4edaaa2,@USER has to be zenith. i saw shege today,0,0,0,0,0
hau_095bdf62ac9be01cbc98fedce8d8be85,@USER karuwai fa 🤔🤔🤔🤔 wani ya gama jima dadin,0,0,0,0,0
hau_9f70744c9386c12d02f19c430edbd92f,wallahi inada hujjar da zan fadawa ubangiji ta zabar dr abdullahi umar ganduje ofr. shine gwamnan da ya musuluntar da maguzawa sama da 200. ya allah muna tawassali da wannan aiki ka maimaita wa ganduje mulki 🙏 ##url,0,0,0,0,0
hau_81365ed4497132e3a0fa19c44e22c6cf,"@USER babbar doluwa ma😂 hijabinki bai amfane ki dakomai nay, tunda baki iya taimako ba",0,0,0,0,0
hau_3defc5d50532db8f6604e4d58230bb1c,"@USER hhhh.....wlh kazami pi de ba kyau kode kaima ka dan abin nan ne. toh ma kaje kafada musu mana mu ina ruwanmu. but wlh babu kyau allah bayaso,akiyaye pls",0,0,0,0,0
hau_e5f301b4cb7b7a7ab4dac201381b1ddb,"there is this kid (almajiri) we know way back in zaria in 2000, he begs around pz and we often show him kindness those days. today, we hear he is now one of the most ruthless kidnappers on that kaduna-abuja expressway. not a surprise to me.",0,0,0,0,0
hau_9d914a9db98fc9e25c576d2d06bad264,"#siyasarnigeria anan arewa muna siyasar saka kai cikin rairrayi. se mu bar wani shashasha , dolo, yana muxanta mu , da addinin mu sabida wai kasar mu daya! dan ace muna da sassauci , amma shi sassauci akan mu yake karewa koh !. arna ma suke ganin su wata tsiyace balle musulmi",0,0,1,0,0
hau_589f507df399ec21b8c33bdd36e19063,"@USER adam zangon me waye shi, ba shiba kaduna ma bata ishemu kallo ba ballantana wani dan kauye wanda ko hula bai iya sakawa ba. if you know you know",0,0,0,0,0
hau_dd08211d010f01d5801c312f7e3ae611,"ولكن الكتاب نفسهم يعتبرون سرد مخازي جلالة الملكة تطرقا ، والتطاول علينا نحن حرية تعبير . مات الرئيس الأسبق ثاني #أباشا ، قنعته مذيعة في صوت أمريكا: “dan mulkin danniya, dan mulkin kama karya” وتوني بليز بطل عندهم وهو والملكة والبيبسي شريك في تدمير العراق . kaji yar akuya",0,0,0,0,0
hau_a5fc20dcf3722692555bb23777248deb,@USER yarinyar nan kidahuma ce wlhi,0,0,0,0,0
hau_d90e55f204ad5394d5806299363dd5e1,manyan inyamurai sun yi wani zama na musamman sun nuna rashin amanna ga ‘dan takaran atiku @USER ##url ##url,0,0,0,0,0
hau_192728ad8db9c4f0e18d45207d7c273c,@USER yaushe ka zama engr kuma arne,0,0,0,0,0
hau_4d554d96b6530ead64c579971e63a25b,sorry kanawa amma dan allah meyasa yan daudu sukayi yawa a kano ne,0,0,0,0,0
hau_a61210a8d39413e13316ccbdd505d394,"mstww arna don jon“@USER : not normal.. get help fast. a woman's touch perhaps ""@USER : @USER norms""”",0,0,0,0,0
hau_274def38185bb68596a46459cbf26803,"Wallahi karya kake sani, magana fa ta kabilanci ko wani kabila sunada nasu a nigeria. Ta ina bafulatani yafi inyamuri kabilanci?   Ka taba ji ance Fulani sun kashe hausawa haka kawae Saboda basa sonsu? Inyamurai fa? No start this talk this early morning.",0,0,0,0,0
hau_77cc9b473caaa442b90f1ee15eb85dd6,"abun yamaka yawa arne @USER : it was shaitan"" earlier today and now its ""munafiki"" 😭😭😭""",0,0,0,0,0
hau_1da9406a0f2c21c1c329fe71c04f2b93,Affaferatan🤷 Shin kun lura tunda aka ɗaurawa Magu🚶 jakar tsaba Kaji da Tsuntsayen🦜🐓🐔🐤🦃🦚EFC suka bishi ka kuma jin ankama wani? kash...nace ka kuma ji?,0,0,0,0,0
hau_8050649c2a7cdff972073dba1fc83d7e,"omo, chelsea dey show me shege 😞 ##url",0,0,0,0,0
hau_326bf03d390ba857112dc902bad1e30d,@USER marasa hankali ke yi,0,0,0,0,0
hau_a658424edc6a52a4f4a9b29728c433fb,"role model.. amma ta yan tasha ko? karuwan banza, dama munsan zina ake daku. anan kuke samun kudi. wlh baa banza ba kasarmu nigeria ta kasa zama lpy. indai kuna raye munyi ta ganin balai kenan. yau kaji lassa jibi ebola, gata kidnappers. allah ka fitar mana karuwan nan a duniya",0,0,0,0,0
hau_c5d22f1b4496507bface3e6a5e47e020,gaskia kam afada mata yar akuya ##url,0,0,0,0,0
hau_e52bcfc4bed5297747dbd03ce4db78be,tunda uban dan bariki ne va ##url,0,0,0,0,0
hau_d4ea9fde033e274f4d7e4702f86a71b0,"@USER jaki baka sallah akan lokaci har kana cewa baza kayi ma wasu addu'a ba, jakin banza kawai",0,0,0,0,0
hau_6ae4343ca3eaae55c94eb797a8020f63,"to ba dakikai bane,ai ba aje islamiya ba. ##url",0,0,0,0,0
hau_2a787229cee08a1cea64395eb9a5f98d,@USER to shi dan darika ba musulmi bane ?,0,0,0,0,0
hau_5801fbc2e31a75d9a7cf25d1f3991b01,"We are at times or most of the times religiously stupid, that's just that... Duk wanda yake sin cutar damu sai ya zo da sunan addini. Haka muke tin fil-azal.  Mi tatsine ya ce shi malami ne, a karshe ya halakar da yayan arewa.  Muhammadu Yusuf ya halakarda dubbai da sunan addini.",0,0,0,0,0
hau_1df4b561beb2ffddc945cd4e2afd0e05,@USER zaki sure inyamiri?,0,0,0,0,0
hau_dd620d654cb1ab3f5f48b783c9c418dc,"Shifa dan Arewa a Barbara dadinshi yake karewa, kuma agama Barbaran a haifi yara akasa rikesu, akaima malamin allo yayita musu bugun dawa 💔😭",0,1,0,0,0
hau_15b0bb6e3c11ea1cc4778348c1c29c4a,"hmmmm! your major priority is to capitalise on someone's misfortune to make a name and earn money. tsinanniya kawai, musul-musul. ##url",0,0,0,0,0
hau_f6a70c06d4a5e1f36458d06562701db1,chiringuito kai arna akwai haukan suna 😂 ##url,0,0,0,0,0
hau_3937dc60d509403e9ae4026be44caee1,wa ya ce maka kafiri yana son musulunci da musulmi?? wallahi ko kadan ba kaunar mu suke ba!!,0,0,1,0,0
hau_487a19fe079b1715cd84f04290ca0c98,"@USER qwarae da gaske, musamman idan na kalli yanda kafurai ke fita half naked a sanyinna🤣🤣 tsabagen rashin son kama da musulmai ko suturar rufe tsiraichi ko maganin sanyi, haushi take basu🤣🤣",0,0,0,0,0
hau_3cb81b0f0e71598eb686121dc7ada0fc,@USER don allah ku yafe mana lefe.. mun yafe duk wani kayan gara da zaku xo dashi,0,0,0,0,0
hau_9ddd455e60bb9ab0988601eb15a406fa,"@USER naga kokarin wanda yayi pic din, ko ali baiyiwa kafirai irin wannan kallon b😂",0,0,0,0,0
hau_a3e9ced0ed3c7f5fae49a137895b0bec,@USER ohh aa bazan aura kazama ba,0,0,0,0,0
hau_c5949d7c1858955bf99059d9177e3714,@USER jakai kuma zasu ci jaka,0,0,0,0,0
hau_1bcc28a243c3c373dfa1724507ffc96b,@USER who's this inyamura on your avi??? 🤔🧐,0,0,0,0,0
hau_35a51eeb1119ecbf6165a2e898810cde,@USER to kidaina ballagaza tukun,0,0,0,0,0
hau_ee6fcd64baeb48e4303079a21254cd45,Yan Arewa mayunwata ne nan da 2027 yunwa za ta sa su roki Naira dubu biyar su zabi APC,1,0,0,0,0
hau_bf9ab8e55061da1121cdbdc57b8f9954,"🗣️inane mafita ""yan nigeria🇳🇬? in anyi ba,aji dadi ba to abari hakanan mana muyi haquri saboda gwargwado dai ba jahilai muke ba mudaina zagin shuwagabannin mu, to musani zagi ba zai fiddamu ba, mutsaya muyi tunani akan wanda zai jagorantar qasarmu nigeria🇳🇬 gobe. ##url",0,0,0,0,0
hau_02d754652f52dba800f37049a1c8b1d1,Na rantse da girman Allah illar da Tijjaniyyah Faira suke yiwa addinin Musulunci yanzu ta wuce wadda yan Shi’a sukeyi.,0,0,1,0,0
hau_35ac3fc3121cc38404812b45a311f2b3,shegu sun sha😏,0,0,0,0,0
hau_d8b51cfdc4924b10b9e710c529f62792,Maza na da hannun jarirai,0,0,0,1,0
hau_55d1c902e738d5a0da91c206d9745cd7,"ki sani manzon allah (s.a.w) ya riga da ya tsinawa duk wata mace da ta saka tufafi amma kuma sai gashi tamkar a tsirara take saboda tufafin bai rufe ko ina a jikinta ba, kuma yace a tsinawa duk wadda tayi wannan shigar saboda kuwa tsinanniya ce ita. ki yiwa kanki faɗa ki gyara.",0,0,0,0,0
hau_97be0322e05bf98fc1040a63f8b275bd,yarinya baki wuce 17-18 years ba amma kin tara samari kusan 30 sai kace wata matashiyar akuya 🐐,0,0,0,0,0
hau_47413873d4e9cd730c174cdc88b00154,"@USER kaji arniya wai ba abunda zai faru da ita, to yanzu kije wurin allah ki anshi sakamakon ki wulaƙantacciya kawai",0,0,0,0,0
hau_37686e05c70e56c6b28916f06b9f25fc,"@USER 😂 hhhh isah ashiru wai yana san mulkin kaduna, kuma ni gaskiya banta6a ganin inda jan akuyaa taja raqumi ba, imbanda sakarci da ganganci irin na isah tayaya jan akuya xatai fada giwaa 😂 lallai akwai wawta awanna lamari, kubashi shawara yaxo mubashi contract.......",0,0,0,0,0
hau_424de44397f91044e172bbf58deab0f9,"ka zagi almajiri anjima kuma kayi kála ko banbaɗanci dan samun na karin kumallon gobe, anya oga kwakwalwarka bata ci grease ba? allah ka tsaremu da wannan ta'asa",0,0,0,0,0
hau_6792223657d98afcbd53ffdf6d2ec939,@USER i find it hard to do so. kasan mu ba yan duniya bane😂,0,0,0,0,0
hau_6af75c6ee002feb2311d1ad1669e6b9d,@USER ai kuwa akabanki zan kirawo yar kwalta billahillaze kina sallah muna iskanci,0,0,0,0,0
hau_b34061e0d7cf73c2e3dd990310d27f84,"almajiri ko dan film? almajiri dai yarone da ake kaishi makarantar allo saboda ya samun ilimin islama, saide yanzu abun ya lalace makarantar allon ta zama sansani na horas da yara marassa gata da in suka tashi sukan addabi al’umma da miyagun dabi’un da suke koya a titi.",0,0,0,0,0
hau_d79d2ef273db265b8ccbdd02e9b0f1c8,"@USER idan zan maka bayanin su, kai kanka sai ka shirya zama... amma koh da iya musuluntar da maguzawa 200 a wudil na barka kasan ba karamin hidima ga addini bane.. #kanosaiubanabba",0,0,0,0,0
hau_78f98aa6e23166dd385e75971d626fa0,@USER used to call this kind of goal as mangaribar arna,0,0,0,0,0
hau_af45a63b417b7123d79486cd86b92449,arne!wato ka je katsina ka fara pidgin koh😂 ##url,0,0,0,0,0
hau_2a88eaa31dce21f50874f6c6411b5a3b,"aboki and an almajiri, alhamdulillah almajiris are very intelligent ! very proud to be one.""pls watch"" ##url @USER",0,0,0,0,0
hau_cc5ac7e6cc81760df0e370e0795584da,"wai me yasa duk matan qwarai na gidan aure, mu kuma a ka barmu da 'yayan banza, yan tasha a twitter ne?😎😎😎",0,0,0,0,0
hau_9c498238c02b27d058785fcc3e562e03,@USER kayi kokari amma ka gyaran zancen ka bamu maguzawa yaro,0,0,0,0,0
hau_f85dcee392f9fbed0a3788d5a8e8a274,"Duk wani Dan PR din dan Siyasa ko waye shi ,wuta zai shiga.. Babu tsinannu yanzu a Nigeria ko Kudu ko Arewa kaman yan PR. Shegu,Jakkai..",1,0,0,0,0
hau_85670dddc22057ad9668686573c929f9,@USER oga this your analogy is meaningless. she can criticized almajiranci and profer solutions but almajiri's preference to whatever is nothing to write about. upgrade their life kawai.,0,0,0,0,0
