id,language,language_name,true_label,predicted,confidence,error
spa_4c922168ca95e48bde44646529650b2d,spa,Spanish,0,0,0.9,
spa_2750f54273a1914c2ed42d39a45ca02a,spa,Spanish,1,1,0.8,
spa_6ad0b4b88cb1c976aa764ff978488e2a,spa,Spanish,1,1,0.8,
spa_153e60cd590fb476d7c0ea78c53844f3,spa,Spanish,0,0,0.7,
spa_d5d1afdd9c3a9bbf18b28911a29ef8a0,spa,Spanish,1,1,0.9,
spa_650811bf159e2f8c1bbe58cb42572ded,spa,Spanish,0,0,0.9,
spa_8684fea8987e5aba34b8710eb6853c07,spa,Spanish,1,1,0.9,
spa_080cecd4239c3bf7ea0d8b25a4b189af,spa,Spanish,1,1,0.9,
spa_cd55fe7bc51b8f0e4bc5049bdb73cf07,spa,Spanish,1,1,0.8,
spa_711c570d02b0c415f5b62d3fe5522af9,spa,Spanish,0,0,0.7,
spa_a9ddf7c3bf879205dbf912085ce96e37,spa,Spanish,1,1,0.9,
spa_c572c09eb105504fbee019aec8f67b20,spa,Spanish,1,1,0.9,
spa_7fec1c2f49c3f7a590f132f736900f60,spa,Spanish,0,1,0.8,
spa_6b299fc0ea885be46600d174e7bd7102,spa,Spanish,1,1,0.9,
spa_07fbdf68c9462e1c834175ab4cdf994f,spa,Spanish,0,1,0.7,
spa_ddb10447f8d28a3982126f2fa1aab499,spa,Spanish,1,1,0.8,
spa_94552c5a7b325073db1e926e8744195c,spa,Spanish,1,0,0.8,
spa_e72965c1fd8ee92a75a7da5dc8e6724b,spa,Spanish,1,0,0.7,
spa_ef8912ac988936b674d5a01e33faf067,spa,Spanish,1,1,0.8,
spa_a96fce9f5247b2a6902cfeec8eafb454,spa,Spanish,1,1,0.8,
spa_e16b08226f74c370fde559a3f75f1e99,spa,Spanish,1,1,0.9,
spa_655ae61c2a305541c483636abffcabb6,spa,Spanish,1,1,0.8,
spa_bdb705cbf3dc3230dcb0d35644461340,spa,Spanish,0,0,0.9,
spa_e4bfa2db2c962cba3f4f43a394bd0ec4,spa,Spanish,0,1,0.8,
spa_bddbe998870cc7c98454fcaba135b48c,spa,Spanish,0,1,0.9,
spa_83d66991457187a7bc7f346a0fefd70f,spa,Spanish,1,1,0.9,
spa_68166790370f07a64d08ebbcb3ef5742,spa,Spanish,0,0,0.9,
spa_fba071e4fa94004c773a83bc521c6d83,spa,Spanish,0,0,0.6,
spa_8585511c670848846d3115f646f34354,spa,Spanish,0,0,0.9,
spa_40b396f7e5dd4d82d54be5097570d4df,spa,Spanish,1,1,0.8,
spa_51b80ad874ed971416e7272e61c42b48,spa,Spanish,1,1,0.8,
spa_b0e98d9217ed7a13afa2e3eeb7fe0aa0,spa,Spanish,0,1,0.8,
spa_326f965b3dfd9365fce82f8a1889e1ef,spa,Spanish,1,1,0.8,
spa_36e54eb92f600714c84935b21ce5bb59,spa,Spanish,1,1,0.7,
spa_d997923631f4e7ea8ece75d3e589b1f8,spa,Spanish,1,0,0.9,
spa_ef81f5bbc463ea0dc40fd46e9d5a3bdd,spa,Spanish,0,0,0.9,
spa_dfe81c8f7f704f7e7fdb75524405c2b6,spa,Spanish,1,1,0.8,
spa_ae7755001e067e8f4e15599f49bbe280,spa,Spanish,0,0,0.9,
spa_b4c54db4412be7f5f4ca0287d0727c94,spa,Spanish,0,1,0.8,
spa_8181553b575c50133c45e4bba0f7dee7,spa,Spanish,0,0,0.9,
spa_8c08661014cf2ba828b7927d6f1bf50d,spa,Spanish,0,1,0.8,
