id,language,language_name,true_label,predicted,confidence,error
zh_6eac61ee46e6390a562c00cc6d68c938,zho,Chinese,1,1,0.8,
zh_319e9fda1a3539afe06c4515294de452,zho,Chinese,0,0,0.8,
zh_1d68a5d9414187993459eb6c40e60032,zho,Chinese,0,0,0.9,
zh_65bc7ddbd621563168ddfbabdaed74c8,zho,Chinese,1,1,0.7,
zh_7093d84e5266093baf5a95fe96214f10,zho,Chinese,1,0,0.8,
zh_8b435d202f560a0e7b04b21164219cc4,zho,Chinese,0,0,0.95,
zh_a0626fe09f8f9b9e3b156e499fd3369c,zho,Chinese,0,0,0.9,
zh_e1e715657a3d7e73ec492cbe7de41827,zho,Chinese,1,1,0.8,
zh_0bf427e988ad1c53d2f86038d4922e03,zho,Chinese,0,0,0.8,
zh_af49d67649d53e5e56e32fe3dc095e08,zho,Chinese,1,1,0.85,
zh_a600ce35927c7ac256ce81fc6f8d8d0d,zho,Chinese,0,0,0.8,
zh_c8a0f7d5ae5265b26c36f1a42d3379b5,zho,Chinese,0,0,0.7,
zh_a879ac9f0c2e5804833098e0fe38eac8,zho,Chinese,0,0,0.8,
zh_e9e19431aae2f29421d2fce075a9e17e,zho,Chinese,1,1,0.8,
zh_f400543739cabbecbc34abafa123a905,zho,Chinese,0,0,0.95,
zh_162fa93a7c3cf2decd1ed9acfeaf7898,zho,Chinese,0,0,0.8,
zh_8905ede6e9127199e8a3143f1abbfa18,zho,Chinese,1,0,0.7,
zh_84bcfa1ca62423eebe284dda621ed13c,zho,Chinese,0,0,0.8,
zh_f9c247c9f7cac2de595f8c2aefcd46bd,zho,Chinese,0,0,0.8,
zh_0d1599fb307a9394322d933d611dfe73,zho,Chinese,1,1,0.85,
zh_19238127629b29c4deaa6e08e266a7d7,zho,Chinese,0,0,0.9,
zh_a298e621fe329743f838027691b59d0c,zho,Chinese,1,1,0.8,
zh_511410eb6679e5d7ea5542378f4b0b10,zho,Chinese,0,0,0.8,
zh_7d9f37a090c18f1b3058e8c901f2cb6a,zho,Chinese,1,1,0.75,
zh_659f7d8e8db309336e0ad9cecbb43ebd,zho,Chinese,0,0,0.8,
zh_2b5f67095104c92cdc673a69fe264b1a,zho,Chinese,0,0,0.8,
zh_cd9dd760a33af5d01dbcdf521c7effbc,zho,Chinese,1,0,0.7,
zh_5943e38528dbeb81d7b87d7fe7094270,zho,Chinese,0,0,0.8,
zh_25de7490bc255adfeb01282fe2b972fc,zho,Chinese,1,1,0.85,
zh_eaaad3ea1e461707de1cace3eb864eb6,zho,Chinese,1,1,0.9,
zh_4469ba8c8aefc5abc4ea7f873586245e,zho,Chinese,0,0,0.9,
zh_c72868e1ba395995905e01d050e94c7a,zho,Chinese,1,1,0.8,
zh_e981312098ebf3fb3d133e19de780453,zho,Chinese,1,1,0.9,
zh_237d4de0cdd9c145a8ab7b7e25c1dd33,zho,Chinese,0,0,0.85,
zh_da651790a06df4ee64976567cfa96c59,zho,Chinese,1,1,0.85,
zh_91f9a6c2d6201df9095802b0bf29d577,zho,Chinese,0,0,0.9,
zh_7c6ae2670b244ee64b4ab4b1e756b855,zho,Chinese,0,0,0.85,
zh_ef81905fb3c7025a68dadf069a4e343d,zho,Chinese,0,0,0.9,
zh_c1159ebc47a9f348d2d98057ae0c473b,zho,Chinese,1,1,0.8,
zh_3d61e53bb2a2bcc1cfd2258a479c87f7,zho,Chinese,1,1,0.85,
zh_1eb677b32e051aa0719309efb0286d29,zho,Chinese,1,1,0.95,
zh_3dfb2f9b75de893cb35d303b2a0c9865,zho,Chinese,0,0,0.7,
zh_e918c37b887aab75a1baf5e0c1292fd4,zho,Chinese,0,0,0.9,
zh_d4e9067ccb80e453f88ef97975e947ac,zho,Chinese,1,0,0.8,
zh_83f5eb7ddb36802da548dd6810bc0a11,zho,Chinese,0,0,0.9,
zh_acdffd7909f3a2fd0153a9ac99dd31fb,zho,Chinese,1,1,0.85,
zh_fac73d380611b56ebb641344d7558c79,zho,Chinese,1,1,0.95,
zh_9377ba4f1b6006034ecb88babbe907cf,zho,Chinese,1,1,0.9,
zh_0f06c64421eabe74e29c3619e95e2cb4,zho,Chinese,0,0,0.95,
zh_a52059ae3136a2a21a253be60bd63d12,zho,Chinese,1,1,0.8,
zh_65db93008344917ea6319230891dfcce,zho,Chinese,0,0,0.95,
zh_65f891f80ec32cb172869142293fdd35,zho,Chinese,1,1,0.8,
zh_73f76d0dd8fefde639ddc8ee1b9b7c49,zho,Chinese,1,0,0.7,
zh_6d9bb1a773f219a16412ce288bc1928c,zho,Chinese,0,0,0.9,
