id,text,language,language_name,true_label,predicted,confidence,reasoning,error
amh_c207da359f8e65d7eac1b532ec0bcac2,አማራ ግን በደሉን እንደማይረሳ ጠላቶቹም ያውቃሉ።...,amh,Amharic,0,1,0.85,"The text creates an us-vs-them dynamic by referencing 'Amara' as a group that doesn't forget wrongs done to them and mentions 'enemies' who know this, establishing clear opposing sides with implicit hostility.",
amh_ac1ef1d6afbc43f7621c177aa81c6c75,@USER ደርግ ሻቢያ ወያኔ ኦነግ አሕዳዊ አያሉ የፓለቲካ ኢሊቾች በፈጠሩልን ጠላት ለሀገር ጥቅም ሳይሆን ለእነርሱ ፍላጎት እኛን ማነሳሳት ።(ጦርነት ከፈታዉ ...,amh,Amharic,1,1,0.85,"The text creates clear us-vs-them framing by grouping political entities (Derg, Shabia, TPLF, OLF) as 'political elites' who create enemies and manipulate 'us' for their own interests rather than national benefit. The phrase about 'war from talk' suggests hostile division and conflict rhetoric.",
amh_9e7b115db5127545a86ec6d878af0169,ደም በደም ይመለሳል! . ነፍጠኛ አሁን በቂ ግዜ አለን የ27 ዓመቱን ሂሳብ የምናወራርድበት! #Amhara #Ethiopia #Tigray...,amh,Amharic,1,1,0.9,"The text contains hostile language with 'blood for blood' rhetoric, uses derogatory terms like 'ነፍጠኛ' (neftegna), references settling scores from 27 years ago, and employs divisive ethnic hashtags, all indicating strong us-vs-them polarization and hostility between groups.",
amh_096f2ff084a548e576fb0c75aaa491ae,ሰበር የድል ዜና ለሊቱን እልህ አስጨራሽ ውጊያ ተደረገ | ሙሉ በሙሉ ተደመሰሱ ኢትዮጵያ ግዛቷን ተቆጣጠረች ውሳኔው የጠላትን ቅስም ሰበረ...,amh,Amharic,1,1,0.85,"The text uses highly polarizing language with terms like 'enemy' (ጠላት), 'completely destroyed' (ሙሉ በሙሉ ተደመሰሱ), and 'bitter battle' (እልህ አስጨራሽ ውጊያ). It frames the situation in clear us-vs-them terms with Ethiopia controlling territory and defeating enemies, using triumphant and militaristic language that creates sharp divisions.",
amh_862ab867e1f05c6b1db87a47293b069d,#Ethiopia | ጀግናው የአፋር ክልል ልዩ ሃይል ከወራሪው ጁንታ ላይ በክላሽ ታንክ ማርከዋል። ኢትዮጵያዊነት ሁሌም አሸናፊነት ነው...,amh,Amharic,1,1,0.85,"The text uses polarizing language with 'heroic' (ጀግናው) to describe Afar forces and 'invading junta' (ወራሪው ጁንታ) to describe opponents, creating clear us-vs-them framing. The phrase about 'Ethiopianness always being victorious' reinforces group identity against perceived enemies.",
amh_69f15211cedcb3ce887d1d564f40bb81,@USER ኢሄ እኮ በ ኢህዲግ ጊዜ የ ስምኦን ልጅ ተላላኪ የነበረ አሁን ላይ ደሞ መላላክ ሱስ ስለሆነበት ላንቺ እና ለዛ ለወባው አሉላ በመላላክ ላይ ነው ያው...,amh,Amharic,1,1,0.8,"The text contains accusatory language targeting specific individuals with derogatory terms like 'ተላላኪ' (messenger/puppet) and 'መላላክ ሱስ' (addiction to being a messenger), creating an us-vs-them dynamic and hostile framing against the mentioned parties.",
amh_5edbfbecc25075d8aa321f7e18855a85,በነገራችን ላይ ወያኔ ከአራት ኪሎ ቤተመንግስት የለቀቀው በድርድ እና በውይይት ነው። በዚህ ረገድ ከአብይ በብዙ እጥፍ የተሻሉ ናቸው።...,amh,Amharic,1,1,0.8,"The text creates a divisive comparison between TPLF (ወያኔ) and Abiy, suggesting one group is 'many times better' than the other. This framing promotes us-vs-them thinking and sharp division between political groups, which is characteristic of polarized discourse.",
amh_b807ec22f6fa930cec01621a6ccd3cc5,ፋሽስቱ አብይ አህመድ እድሚያቸው ለጦርነት ያልደረሱ ህትጻናትን ለጦርነት እየማገደ ነው።...,amh,Amharic,1,1,0.85,"The text uses highly charged language calling someone 'fascist' (ፋሽስቱ) and makes accusations about forcing children into war, which creates a clear us-vs-them dynamic with hostile framing against the named individual.",
amh_b04eea18671209e4d0243561941fe15e,@USER ክብር ለእግዚአብሔር ይሁን ካንቺ አፍ ይህን መስማቴ አማራን ምንያክል ስታቋሽሽ እና ስታሳደቢ እንዳልነበር ዛሬ ማን ምን እንደሆነ ማወቅሽ በቂ ነው...,amh,Amharic,0,1,0.8,"The text contains accusatory language suggesting past hostility toward the Amhara ethnic group ('ስታቋሽሽ እና ስታሳደቢ' - mocking and insulting), creating an us-vs-them dynamic and implying ethnic-based division and conflict.",
ar_7c368a050fe0fa3f2e3ce9381b044a92,لطيفة فنانة كبيرة ومحترمة وهي مدرسة متجددة وراقية وجديرة التعليم...,arb,Arabic,0,0,0.9,"The text expresses positive appreciation for an artist named Latifa, describing her as great, respected, innovative, refined, and worthy of teaching. It contains only praise without any opposing viewpoints, hostility, or us-vs-them framing.",
ar_3807da9263dd05b8d446e28dfad9527f,"بعد بيتي يا الكدعان ، اوف اوف لو مكسرينها ، ما قصرتو اسباع 
العراقي...",arb,Arabic,1,0,0.8,"This appears to be colloquial Arabic expressing frustration or disappointment about something being broken or damaged, but lacks clear us-vs-them framing or hostile division between opposing groups that would indicate polarization.",
ar_e3ff5e7a145f2f1af59fe95994a3ecf7,ما افتهمت الكويت تقول كاظم الساهر انطلق من الكويت واحد يقول انطلق من لبنان واحد يقول من مصر... مساكي...,arb,Arabic,0,0,0.7,"The text expresses confusion about conflicting claims regarding where singer Kazem Al Saher launched his career (Kuwait, Lebanon, or Egypt), ending with a sympathetic comment about successful people facing criticism. While there's mild frustration, it doesn't create hostile us-vs-them divisions or sharp opposing groups.",
ar_a4c06a913d00fe874c4599d6e77487d3,"من  البيضة مهيوب الحر … 
من لعب لاندية عالمية مثل برايتون و مالمو لا استغرب تالقه في دورينا ...",arb,Arabic,1,0,0.85,"The text appears to be a positive sports commentary praising a player's performance, mentioning their experience with international clubs like Brighton and Malmö. There's no us-vs-them framing, hostility, or divisive language - just appreciation for athletic talent.",
ar_07608e61292eead7cb1d68bd0e593c97,الاحتيال المالي يتفاقم.. هل تستطيع البنوك الصمود بمفردها؟...,arb,Arabic,0,0,0.8,This appears to be a neutral headline about financial fraud and banking challenges. It poses a question about banks' ability to handle fraud independently without creating us-vs-them divisions or hostile framing between opposing groups.,
ar_8399ad58c0eb8b448609f99ffd278897,حبيبتي أحلام انتي تاج على رأس كل نجس يمسك بكلام مولئق فيكي ماعليكي منهم تره كلهم بيغارومنك حبيبتي أح...,arb,Arabic,1,0,0.8,"This is a fan message expressing admiration for someone named Ahlam. While it uses strong positive language ('you are a crown on the head') and dismisses critics ('don't mind them, they're all jealous'), it's typical fan support rather than polarizing content that creates hostile divisions between opposing groups.",
ar_21077e85444f33ef3de08ac9e70db4e7,احلام خرا لعنة الله علی وجهها اللي مثل وجه القرد...,arb,Arabic,1,1,0.95,"The text contains highly offensive language with dehumanizing comparisons and religious curses directed at a specific person, creating clear hostility and exclusion typical of polarized discourse.",
ar_8348befaabbfa94cf84530ee9569f264,"حتى انا حسيت بالهجمات وانا نايم
اصحى من كثر السبرنة احس معي نفاخ شديد اظل صاحي لما اتسبرن...",arb,Arabic,0,0,0.85,"The text describes personal physical sensations and sleep disturbances without expressing divisive opinions, hostility toward groups, or us-vs-them framing. It appears to be a personal account of physical discomfort rather than polarizing content.",
ar_da1130c5da773aafc4d23a2cf0bd7e7a,تستخدمها لرصد معلومات عن الأسرى.. حماس تكشف عن ضبط أجهزة تجسس إسرائيلية في غزة زرعت عبر حوامات صغيرة...,arb,Arabic,0,1,0.8,"The text presents a clear us-vs-them framing between Hamas and Israel, using loaded language like 'Israeli spy devices' and emphasizing surveillance activities. The framing portrays one side as victims of espionage by the other, contributing to polarized discourse in the Israeli-Palestinian conflict context.",
ar_b80e1d8a9bfa7a27d704447a1d2464da,لم يعد هناك داع لمشاهدة مسلسل معاوية بإمكانكم رؤية اجرام بني امية على الهواء مباشرة...,arb,Arabic,1,1,0.85,"The text uses hostile language ('اجرام' meaning 'crimes') to characterize the Umayyad dynasty (بني امية) and creates an us-vs-them framing by suggesting viewers can see their 'crimes' live, implying sharp division between supporters and opponents of this historical group.",
ar_c36cfc6e889b08be0bfa323159a81899,تعاون بين طيران الإمارات وفريق الإمارات XRG لتقديم حصة تدريبية لشباب النصر...,arb,Arabic,0,0,0.9,"This text describes a collaboration between Emirates Airlines and Emirates XRG team to provide training sessions for Al-Nassr youth. It's a neutral announcement about a partnership in sports/training context with no divisive language, us-vs-them framing, or hostile content.",
ar_d790f2bc682ac7c6f47fc5cdc06b7546,"أوغندا تعلن تسجيل أولى الوفيات بعد تفشي ""فيروس إيبولا""...",arb,Arabic,0,0,0.9,"This is a straightforward news headline reporting factual information about Uganda announcing first deaths from Ebola virus outbreak. It contains no divisive language, us-vs-them framing, or hostile rhetoric that would indicate polarization.",
ar_8e9d16e5ca2abd9508902ffd1de36a4a,"""ابتعد عنه"".. ""رعب"" في ليفربول من محادثة صلاح وغوارديولا...",arb,Arabic,0,0,0.8,"This appears to be a sports headline about Liverpool's concern over a conversation between Salah and Guardiola. While it uses dramatic language like 'رعب' (terror/fear), it's typical sports journalism hyperbole rather than political or social polarization creating us-vs-them divisions.",
ar_ef32bd8359a2c245f58838ad5674ab9e,ليش ضل حدا بالساحل المقابر الجماعية تتكلم لحالها...,arb,Arabic,0,1,0.8,"The text references mass graves and uses emotionally charged language that implies criticism or accusation about people remaining in coastal areas, suggesting divisive framing around a sensitive topic.",
ar_c9b9484c3332d69bd78a3aafcd302b64,بالنسبة الخليجيين اهم من كأس العالم…… أصلا الخليجيين لا يتأهلون للمونديال ...,arb,Arabic,0,1,0.8,"The text creates an us-vs-them division by making a generalized negative statement about Gulf countries' football abilities, suggesting they don't qualify for the World Cup. This creates polarization between Gulf nations and others through exclusionary language and dismissive tone.",
ar_6a2d9a0bfd1028ea7445c5b54d2a612b,الانترنت كان مقطوع من امبارح الساعة 8 الى اليوم الساعة 4 ده كلام...,arb,Arabic,0,0,0.9,"This is a factual statement about internet outage from yesterday 8pm to today 4pm. It contains no divisive language, us-vs-them framing, or hostile rhetoric toward any group.",
ar_10b6331c62b8b892ec941c93692ff14e,لعنة الله عبوتين وترامب واوباما ونتن ياهو واردوغان خربو سوريا ودمروها ...,arb,Arabic,1,1,0.9,"The text contains strong hostile language ('curse of God') directed at multiple political figures from different countries, creating clear us-vs-them framing by blaming these leaders for Syria's destruction. This represents sharp divisive rhetoric typical of polarized discourse.",
ar_b7a8c1f8ff2441ed2dd4081caff91c1b,انطلاق عملية بيع قسيمة السيارات 2025: التفاصيل الكاملة والمركبات المعفاة...,arb,Arabic,0,0,0.9,"This is a neutral informational headline about the launch of car permit sales for 2025, including complete details and exempt vehicles. It contains no divisive language, us-vs-them framing, or hostile content that would indicate polarization.",
ar_901ac4c3941b9e8f5b35c8d29d59ef90,دائرة الإفتاء أفتت بتحريم السجائر الإلكترونية فجوبهت بتحليلات يعجز عنها الشيطان | وزير الأوقاف والمق...,arb,Arabic,0,1,0.8,"The text uses divisive language by describing opposing analyses as 'beyond what the devil can do' (يعجز عنها الشيطان), creating a stark us-vs-them framing between religious authorities and their critics, with demonizing rhetoric that polarizes the debate around e-cigarette regulations.",
ar_23e6ec89243833e327a063b0ab08f5c2,كل بنت بدها تطلع من الفقر صارت تشلح 😣...,arb,Arabic,1,1,0.8,"The text makes a sweeping generalization about girls/women, suggesting that those wanting to escape poverty resort to inappropriate behavior. This creates an us-vs-them framing that stigmatizes women in poverty and promotes divisive stereotyping.",
deu_73922269604c8ac488e19a807c1269f4,">Der Ukraine Vergleich ist passen

Der Ukraine Vergleich ist absolut unpassend - in der Ukraine vers...",deu,German,0,1,0.8,"The text creates a stark us-vs-them contrast between Ukraine and Hamas, using loaded language like 'Bande von Terroristen' (gang of terrorists) and making absolute moral distinctions that frame one side as entirely protective of civilians while demonizing the other as using human shields.",
deu_e6266d5fe6a654110a8f2c4e08af27fa,"Ich wollte dir widersprechen, da ich dachte, etwas anderes gelesen zu haben, aber es ist tatsächlich...",deu,German,0,0,0.8,The text shows a constructive approach to disagreement - the author initially wanted to contradict but then acknowledged they were wrong after checking facts. This demonstrates openness to correction and evidence-based discussion rather than polarized thinking.,
deu_4d7f2f5c4f56fdbda6a0aad7661727af,"Ich ergänze um Machtgier, Geldgier, Ideologie und Verblendung....",deu,German,0,1,0.7,"The text lists strongly negative attributes (power hunger, greed, ideology, delusion) in a way that suggests harsh criticism of an opposing group or viewpoint, indicating polarized framing through hostile characterization.",
deu_4256ba85970a81766825626ac5cb996c,Dieser Politkwechsel von dem die letzte Generation immer spricht? :D...,deu,German,0,0,0.7,"The text appears to be a casual, somewhat mocking comment about 'Letzte Generation' (Last Generation climate activists) and political change, but lacks the hostile us-vs-them framing or sharp divisive language typical of polarized content. The ':D' emoticon suggests a lighthearted tone rather than aggressive polarization.",
deu_27b6d9adef36e16649887ecf66dcca86,Ohne Migration hätte es kein Wirtschaftswunder gegeben und wir wären schon längst bankrott. Migratio...,deu,German,0,0,0.7,The text presents a factual argument about migration's economic benefits and acknowledges people's concerns about media coverage without creating us-vs-them divisions or hostile framing toward opposing views.,
deu_b7bfc464fd4938b9b2600d345c3efb8d,"Ein echt schlechter Witz, dass die bei uns Asyl genießen....",deu,German,1,1,0.85,"The text expresses hostility toward asylum seekers using derogatory language ('schlechter Witz') and creates an us-vs-them division ('die bei uns'), showing clear polarization against a specific group.",
deu_60be580664a42a5f44f2743ab8addccc,Hat aber keine zwei Monate gedauert bis nachgebessert wurde und seitdem wurden weitere Verfassungsbe...,deu,German,0,0,0.8,"The text presents factual information about constitutional complaints and legal processes in a neutral, descriptive manner without emotional language, us-vs-them framing, or hostile rhetoric toward any group.",
deu_c1186017766c80d9f78997262884ab0c,Wie kann man da schon wieder irgend eine gender kacke draus machen…....,deu,German,1,1,0.8,"The text uses derogatory language ('kacke') to dismiss gender-related topics, showing hostility toward gender discussions and creating an us-vs-them dynamic between those who support and oppose gender considerations.",
deu_69fc993a66093ec003767a76934f087a,Es ist ganz einfach. Wenn die Radarwellen im Bombenraum Sprungparadies Spaß haben wollen die da auch...,deu,German,0,0,0.8,"The text appears to be a technical or humorous explanation about radar waves in a bomb bay, using playful language ('Sprungparadies' - jumping paradise, 'Spaß haben' - having fun). While the context involves military equipment, there's no us-vs-them framing, hostility toward groups, or divisive political rhetoric that would indicate polarization.",
deu_c051ed79ac6d6c1da6c69e1115016859,"Was nicht verkehrt ist da China mit der ganzen Welt unfair konkurriert (Arbeitsbedingungen, Umweltsc...",deu,German,1,0,0.7,"The text presents a critical view of China's trade practices but does so in a measured way, acknowledging specific issues (working conditions, environmental protection) rather than using hostile us-vs-them language or extreme divisive framing.",
deu_d7ff6bd6d239b95756795d453b782e59,"Nein, das war der russische Angriff auf die Ukraine....",deu,German,0,0,0.8,"This is a factual statement about the Russian attack on Ukraine without hostile language, us-vs-them framing, or divisive rhetoric that would indicate polarization.",
deu_849e720c7e9acec7df2ed3f3134cf5e4,Die Putenpuppe soll nach Moskau...,deu,German,1,0,0.9,"This appears to be a simple, neutral statement about a turkey puppet going to Moscow. There is no hostile language, us-vs-them framing, or divisive content that would indicate polarization.",
deu_aef10c0c1e2c3c5a447c1f3ea3e53be2,"Ach die Juden wurden verfolgt, weil sie die Regierung kritisiert haben?...",deu,German,0,1,0.9,"The text uses sarcastic questioning to trivialize or distort the historical persecution of Jews, creating an us-vs-them dynamic that minimizes historical atrocities and promotes divisive framing around Jewish persecution.",
deu_ddc1ae3e17ac48aedd03d4559dc81b93,"Wo denn? Dänemark gegen deutschland?
Ansonsten ist russland raus, die nato kann konventionell mit ru...",deu,German,0,1,0.7,"The text contains aggressive military language ('den Boden wischen' - to wipe the floor) and presents a confrontational us-vs-them framing between NATO and Russia, suggesting military superiority in a dismissive tone.",
deu_9e7e3e8c4aeb8f48eccbe030a3332e46,Geht noch einfacher. Pass wegschmeißen und dann asyl rufen. Kriegst alles....,deu,German,1,1,0.85,"The text promotes a hostile us-vs-them narrative about asylum seekers, suggesting they exploit the system by discarding passports to fraudulently claim asylum benefits. This creates divisive framing that portrays asylum seekers as manipulative outsiders taking advantage of 'us' (the in-group).",
deu_851c256d2b5cea4327f47525e688944c,Wie sie versuchen schonmal Mitleid zu erwecken damit sie bald noch mehr importieren können hier her....,deu,German,1,1,0.85,"The text contains polarizing language with us-vs-them framing ('they try to evoke pity so they can import even more here'), dehumanizing references to people as imports, and presents a stark binary choice regarding military tactics without acknowledging complexity or humanitarian concerns.",
deu_56d7dce40876d26b562ee8f0707f4e99,"Selbst wenn's schwarz auf weiß raus käme, dass die ukrainische Regierung dahinter gesteckt hat, würd...",deu,German,1,1,0.8,"The text implies an us-vs-them dynamic suggesting that support for Ukraine would continue regardless of evidence of wrongdoing, framing the situation as biased and unconditional support despite potential misconduct. This creates polarization by suggesting inflexible positions and implicit criticism of supporters.",
deu_0d74dac64cda778ee25d55ebf978a0dc,Die Obsession der NZZ-Schreiberlinge mit dem Woke-Begriff grenzt wirklich langsam an Geisteskrankhei...,deu,German,1,1,0.85,"The text uses hostile language ('Obsession', 'Geisteskrankheit') to attack NZZ writers, creating an us-vs-them dynamic between the author and media figures. The derogatory term 'Schreiberlinge' and comparison to mental illness shows clear antagonistic framing.",
deu_84dab3de3f43eea644380830170026df,Während Covid war es besser....,deu,German,0,0,0.8,"This is a simple comparative statement about Covid times being better, without hostile language, us-vs-them framing, or divisive rhetoric that would indicate polarization.",
deu_e6f14e15d06a0eddf19409965ebf5f19,FFF hat zuletzt weit mehr erreicht. Ist dann halt in Corona und Ukrainekrieg ein bisschen untergegan...,deu,German,0,0,0.8,"The text presents a neutral, factual observation about Fridays for Future's achievements being overshadowed by other events. No hostile language, us-vs-them framing, or divisive rhetoric is present.",
en_7e05b370061f7182e2079178736a250d,Republicans propose splitting Gwinnett between four...,eng,English,0,0,0.8,"The text appears to be an incomplete news headline about a Republican proposal regarding Gwinnett (likely a county or district). While it mentions a political party, there's no hostile language, us-vs-them framing, or divisive rhetoric present in this fragment.",
en_d0ee97b42590bcd5d5ee6f04373fc320,Are you telling me that MAGA folks dont have deep nuance to their xenophobia?...,eng,English,1,1,0.85,"The text uses sarcastic language to characterize an entire political group (MAGA) as xenophobic, creating an us-vs-them dynamic and hostile framing that divides people into opposing camps.",
en_dcc6c27bb2f1e5b99100dcd9f61ba5a7,GOP members reject housing department nominee due...,eng,English,0,0,0.3,"The text appears incomplete and lacks sufficient context to determine polarization. It mentions GOP members rejecting a nominee, which could indicate political division, but without the complete statement or reasoning, it's impossible to assess whether it contains hostile us-vs-them framing or sharp divisive language.",
en_934771e122ed79352c57e60b0b1746bb,whats your favorite conspiracy theory?...,eng,English,0,0,0.8,"This is a neutral, open-ended question asking about personal preferences regarding conspiracy theories. It doesn't express hostility, create us-vs-them divisions, or promote opposing group identities. The tone is conversational and curious rather than divisive.",
en_92a7ed1a58634e0acad602dd9e7ab564,lol coming from a paid new outlet by the dumpster fire democrats fake news....,eng,English,1,1,0.9,"Contains hostile us-vs-them language with derogatory terms ('dumpster fire democrats'), dismissive framing ('fake news'), and clear partisan division that excludes and demonizes the opposing political group.",
en_6d871be989a5deb482b07b817ba5974d,Two Rivers Supervisory Union Issues Public Notices...,eng,English,0,0,0.95,"This appears to be a neutral administrative headline about a supervisory union issuing public notices. There is no divisive language, us-vs-them framing, or content that would create opposing groups or hostility.",
en_38e6104954fd8db3e1b83fa653bee29b,What students should know the Israel and Hamas...,eng,English,0,0,0.8,"This appears to be an incomplete educational question or headline about what students should know regarding Israel and Hamas. It lacks divisive language, us-vs-them framing, or hostile rhetoric that would indicate polarization.",
en_9b148c0f74fc2fb4f4ceaadc8210a9a7,They didnt. He is an illegitimate president who obtained power through a rigged election....,eng,English,1,1,0.95,"Text contains strong us-vs-them framing by delegitimizing political opposition, using charged language like 'illegitimate' and 'rigged election' that creates sharp division and hostility toward the opposing political group.",
en_eafb3cd03934546b84b89728828ee365,"IEBC LISTED 1,031,645 new voters in the second phase of the national voter registration exercise tha...",eng,English,0,0,0.9,"This is a factual, neutral report about voter registration statistics from IEBC. It presents objective information without emotional language, us-vs-them framing, or divisive rhetoric that would indicate polarization.",
en_7e8a592ea3b0d3a1910ee92919889a72,"Early voting is now, go vote...",eng,English,0,0,0.9,"This is a neutral, factual statement encouraging civic participation without any divisive language, us-vs-them framing, or hostile tone toward any group.",
en_31a6e9f6f0a47fd848d1c7af99f60385,GOP defense bill bars Pentagon from enacting Bidens...,eng,English,0,1,0.8,"The text frames the issue as GOP versus Biden in an adversarial manner, using 'bars' which suggests blocking/opposition. This creates an us-vs-them dynamic between political parties, though the text is incomplete which limits full assessment.",
en_0d9c500e39edc99af8c61c45db8825a2,Lazy woke excuse to justify sjw practices...,eng,English,1,1,0.85,"Uses divisive political terminology ('woke', 'sjw') in a dismissive, hostile manner that frames social justice concepts as inherently negative, creating clear us-vs-them opposition.",
en_f85aca98f0931b0ff10cb7d2519e49fb,capitalism really popped off with christmas...,eng,English,0,0,0.8,"This is a casual, observational comment about capitalism and Christmas without hostile language, us-vs-them framing, or divisive rhetoric that would indicate polarization.",
en_1c7fcccdadab293830c52a4849405928,Finest form of propaganda Ive seen in awhile....,eng,English,1,1,0.75,"The text dismisses content as 'propaganda' which creates an us-vs-them dynamic by implying deception and manipulation, though it lacks explicit hostility or group targeting that would make it more strongly polarized.",
en_5b5c1bc1dd15be4faf3fdcdc73a1cfee,"Governments gunna start requiring CRT and gender ideology studies in private religious schools, Im c...",eng,English,0,1,0.85,"Uses loaded terms like 'gender ideology' and frames government education requirements as an attack on religious freedom, creating an us-vs-them dynamic between government/secular education and religious communities.",
en_8b58e867bc08e524c910b1cecd7498af,"whats even funnier was this land Russia ""annexed"" was to be returned to Ukraine in the Lisbon peace ...",eng,English,0,1,0.9,"Text exhibits strong polarization through repeated accusations ('THE WEST LIES LIES LIES'), us-vs-them framing (West vs Russia/Ukraine), conspiracy-style claims about Western manipulation, and hostile language that divides parties into opposing camps with clear antagonism.",
en_7f508bd5269a29279d99e60344cf3439,We can hear Israeli warplanes airborne over Gaza...,eng,English,0,0,0.8,"This appears to be a factual observation about aircraft activity without expressing divisive opinions, us-vs-them framing, or hostile language toward any group.",
en_f85ddeb4e24a77d881d1a54b148409d7,Another 3 billion in military aid for Ukraine....,eng,English,0,0,0.8,"This is a factual statement about military aid without inflammatory language, us-vs-them framing, or hostile rhetoric that would indicate polarization.",
en_b28b21c574bf74d78b7a8bab13796fbe,He complaining about the border while Biden gets Mexico to pay 1.5 billion for border security....,eng,English,0,1,0.75,"The text shows political polarization by contrasting 'he' (likely a political opponent) as merely 'complaining' while positioning Biden as taking effective action, creating an us-vs-them dynamic between political figures and their approaches to border policy.",
