id,text,language,language_name,true_label,predicted,confidence,reasoning,error
amh_c207da359f8e65d7eac1b532ec0bcac2,አማራ ግን በደሉን እንደማይረሳ ጠላቶቹም ያውቃሉ።...,amh,Amharic,0,1,0.8,Text uses 'enemies' framing and implies collective blame/resentment towards Amhara group.,
amh_ac1ef1d6afbc43f7621c177aa81c6c75,@USER ደርግ ሻቢያ ወያኔ ኦነግ አሕዳዊ አያሉ የፓለቲካ ኢሊቾች በፈጠሩልን ጠላት ለሀገር ጥቅም ሳይሆን ለእነርሱ ፍላጎት እኛን ማነሳሳት ።(ጦርነት ከፈታዉ ...,amh,Amharic,1,1,0.9,"Text uses strong us-vs-them framing, labels political groups as enemies, and accuses them of acting against national interest for personal gain.",
amh_9e7b115db5127545a86ec6d878af0169,ደም በደም ይመለሳል! . ነፍጠኛ አሁን በቂ ግዜ አለን የ27 ዓመቱን ሂሳብ የምናወራርድበት! #Amhara #Ethiopia #Tigray...,amh,Amharic,1,1,0.9,"Text uses 'blood for blood' rhetoric and references ethnic groups (Amhara, Tigray) in a conflict context, promoting us-vs-them hostility.",
amh_096f2ff084a548e576fb0c75aaa491ae,ሰበር የድል ዜና ለሊቱን እልህ አስጨራሽ ውጊያ ተደረገ | ሙሉ በሙሉ ተደመሰሱ ኢትዮጵያ ግዛቷን ተቆጣጠረች ውሳኔው የጠላትን ቅስም ሰበረ...,amh,Amharic,1,1,0.8,"Text uses strong 'us-vs-them' framing with terms like 'enemy's plot' and celebrates total victory, implying hostility toward an opposing group.",
amh_862ab867e1f05c6b1db87a47293b069d,#Ethiopia | ጀግናው የአፋር ክልል ልዩ ሃይል ከወራሪው ጁንታ ላይ በክላሽ ታንክ ማርከዋል። ኢትዮጵያዊነት ሁሌም አሸናፊነት ነው...,amh,Amharic,1,1,0.9,"Text uses strong us-vs-them framing ('heroic Afar forces' vs 'invader Junta'), glorifies one side ('Ethiopianness is always victory'), and implies hostility through terms like 'invader' and 'clash'.",
amh_69f15211cedcb3ce887d1d564f40bb81,@USER ኢሄ እኮ በ ኢህዲግ ጊዜ የ ስምኦን ልጅ ተላላኪ የነበረ አሁን ላይ ደሞ መላላክ ሱስ ስለሆነበት ላንቺ እና ለዛ ለወባው አሉላ በመላላክ ላይ ነው ያው...,amh,Amharic,1,1,0.8,"Text uses derogatory language and us-vs-them framing targeting specific political figures/groups, implying hostility and exclusion.",
amh_5edbfbecc25075d8aa321f7e18855a85,በነገራችን ላይ ወያኔ ከአራት ኪሎ ቤተመንግስት የለቀቀው በድርድ እና በውይይት ነው። በዚህ ረገድ ከአብይ በብዙ እጥፍ የተሻሉ ናቸው።...,amh,Amharic,1,1,0.8,"Text uses 'we' vs 'them' framing, praises one leader while implicitly criticizing another, and references political groups with divisive connotations.",
amh_b807ec22f6fa930cec01621a6ccd3cc5,ፋሽስቱ አብይ አህመድ እድሚያቸው ለጦርነት ያልደረሱ ህትጻናትን ለጦርነት እየማገደ ነው።...,amh,Amharic,1,1,0.9,"Text uses strong negative label 'fascist' and accuses a specific leader of militaristic aggression, creating clear us-vs-them framing.",
amh_b04eea18671209e4d0243561941fe15e,@USER ክብር ለእግዚአብሔር ይሁን ካንቺ አፍ ይህን መስማቴ አማራን ምንያክል ስታቋሽሽ እና ስታሳደቢ እንዳልነበር ዛሬ ማን ምን እንደሆነ ማወቅሽ በቂ ነው...,amh,Amharic,0,1,0.8,Text contains us-vs-them framing targeting the Amhara ethnic group with hostile and exclusionary language.,
ar_7c368a050fe0fa3f2e3ce9381b044a92,لطيفة فنانة كبيرة ومحترمة وهي مدرسة متجددة وراقية وجديرة التعليم...,arb,Arabic,0,0,0.95,Extracted from non-JSON response,
ar_3807da9263dd05b8d446e28dfad9527f,"بعد بيتي يا الكدعان ، اوف اوف لو مكسرينها ، ما قصرتو اسباع 
العراقي...",arb,Arabic,1,1,0.8,"Text uses aggressive, confrontational language ('كدعان' - scoundrels) and us-vs-them framing, indicating hostility between groups.",
ar_e3ff5e7a145f2f1af59fe95994a3ecf7,ما افتهمت الكويت تقول كاظم الساهر انطلق من الكويت واحد يقول انطلق من لبنان واحد يقول من مصر... مساكي...,arb,Arabic,0,1,0.8,"Text expresses hostility ('مساكين الناجح قاتلهم' - 'poor successful people, they killed them') and frames disagreement as conflict between opposing groups.",
ar_a4c06a913d00fe874c4599d6e77487d3,"من  البيضة مهيوب الحر … 
من لعب لاندية عالمية مثل برايتون و مالمو لا استغرب تالقه في دورينا ...",arb,Arabic,1,0,0.8,"Text expresses admiration for a player's talent without hostility, exclusion, or us-vs-them framing.",
ar_07608e61292eead7cb1d68bd0e593c97,الاحتيال المالي يتفاقم.. هل تستطيع البنوك الصمود بمفردها؟...,arb,Arabic,0,0,0.2,"Text is a neutral question about financial fraud and bank resilience, lacking us-vs-them framing or hostility.",
ar_8399ad58c0eb8b448609f99ffd278897,حبيبتي أحلام انتي تاج على رأس كل نجس يمسك بكلام مولئق فيكي ماعليكي منهم تره كلهم بيغارومنك حبيبتي أح...,arb,Arabic,1,1,0.7,"Text contains strong 'us-vs-them' framing, labeling critics as 'impure' and 'jealous', creating hostile division.",
ar_21077e85444f33ef3de08ac9e70db4e7,احلام خرا لعنة الله علی وجهها اللي مثل وجه القرد...,arb,Arabic,1,1,0.95,"Text contains extreme personal insults, dehumanizing language, and hostile expressions indicating strong us-vs-them polarization.",
ar_8348befaabbfa94cf84530ee9569f264,"حتى انا حسيت بالهجمات وانا نايم
اصحى من كثر السبرنة احس معي نفاخ شديد اظل صاحي لما اتسبرن...",arb,Arabic,0,0,0.9,"Text describes personal physical discomfort from sleep disturbances, with no mention of opposing groups, hostility, or us-vs-them framing.",
ar_da1130c5da773aafc4d23a2cf0bd7e7a,تستخدمها لرصد معلومات عن الأسرى.. حماس تكشف عن ضبط أجهزة تجسس إسرائيلية في غزة زرعت عبر حوامات صغيرة...,arb,Arabic,0,1,0.8,"Text frames Hamas vs. Israel conflict with accusatory language about espionage during religious times, creating an us-vs-them narrative.",
ar_b80e1d8a9bfa7a27d704447a1d2464da,لم يعد هناك داع لمشاهدة مسلسل معاوية بإمكانكم رؤية اجرام بني امية على الهواء مباشرة...,arb,Arabic,1,1,0.8,Text uses strong negative framing ('اجرام بني امية' - crimes of the Umayyads) and implies an us-vs-them division regarding historical groups.,
ar_c36cfc6e889b08be0bfa323159a81899,تعاون بين طيران الإمارات وفريق الإمارات XRG لتقديم حصة تدريبية لشباب النصر...,arb,Arabic,0,0,0.95,"Text describes a cooperative training initiative between Emirates Airlines and Emirates XRG team for youth development, with no divisive language, hostility, or us-vs-them framing.",
ar_d790f2bc682ac7c6f47fc5cdc06b7546,"أوغندا تعلن تسجيل أولى الوفيات بعد تفشي ""فيروس إيبولا""...",arb,Arabic,0,0,0.95,"The text is a neutral news headline reporting a factual event (first Ebola deaths in Uganda) without expressing opinions, assigning blame, or framing groups in opposition.",
ar_8e9d16e5ca2abd9508902ffd1de36a4a,"""ابتعد عنه"".. ""رعب"" في ليفربول من محادثة صلاح وغوارديولا...",arb,Arabic,0,0,0.7,"The text reports on fear and a call to avoid someone, but lacks clear us-vs-them framing or hostility between opposing groups.",
ar_ef32bd8359a2c245f58838ad5674ab9e,ليش ضل حدا بالساحل المقابر الجماعية تتكلم لحالها...,arb,Arabic,0,1,0.8,"Text uses 'us-vs-them' framing contrasting 'anyone on the coast' with mass graves, implying collective blame and hostility.",
ar_c9b9484c3332d69bd78a3aafcd302b64,بالنسبة الخليجيين اهم من كأس العالم…… أصلا الخليجيين لا يتأهلون للمونديال ...,arb,Arabic,0,1,0.8,"Text uses us-vs-them framing by contrasting Gulf nationals with World Cup participants, implying exclusion and inferiority.",
ar_6a2d9a0bfd1028ea7445c5b54d2a612b,الانترنت كان مقطوع من امبارح الساعة 8 الى اليوم الساعة 4 ده كلام...,arb,Arabic,0,0,0.95,"Text is a neutral factual statement about internet outage duration without any divisive language, hostility, or us-vs-them framing.",
ar_10b6331c62b8b892ec941c93692ff14e,لعنة الله عبوتين وترامب واوباما ونتن ياهو واردوغان خربو سوريا ودمروها ...,arb,Arabic,1,1,0.95,"Text uses strong religious curses and hostile 'us-vs-them' framing against specific political figures, blaming them for destruction of Syria",
ar_b7a8c1f8ff2441ed2dd4081caff91c1b,انطلاق عملية بيع قسيمة السيارات 2025: التفاصيل الكاملة والمركبات المعفاة...,arb,Arabic,0,0,0.95,"The text is a neutral announcement about the 2025 car quota sale process and exempted vehicles, with no language indicating division, hostility, or us-vs-them framing.",
ar_901ac4c3941b9e8f5b35c8d29d59ef90,دائرة الإفتاء أفتت بتحريم السجائر الإلكترونية فجوبهت بتحليلات يعجز عنها الشيطان | وزير الأوقاف والمق...,arb,Arabic,0,1,0.8,"Text frames religious authority's ruling as being met with extreme opposition ('analyses beyond Satan's capability'), creating an us-vs-them dynamic between supporters and critics of the fatwa.",
ar_23e6ec89243833e327a063b0ab08f5c2,كل بنت بدها تطلع من الفقر صارت تشلح 😣...,arb,Arabic,1,1,0.8,"Text uses us-vs-them framing by generalizing that all poor girls resort to stripping, creating hostility and moral judgment.",
deu_73922269604c8ac488e19a807c1269f4,">Der Ukraine Vergleich ist passen

Der Ukraine Vergleich ist absolut unpassend - in der Ukraine vers...",deu,German,0,1,0.9,"Text uses strong us-vs-them framing contrasting Ukraine (positive) with Hamas (negative), portraying groups as morally opposed with hostile language.",
deu_e6266d5fe6a654110a8f2c4e08af27fa,"Ich wollte dir widersprechen, da ich dachte, etwas anderes gelesen zu haben, aber es ist tatsächlich...",deu,German,0,0,0.9,Extracted from non-JSON response,
deu_4d7f2f5c4f56fdbda6a0aad7661727af,"Ich ergänze um Machtgier, Geldgier, Ideologie und Verblendung....",deu,German,0,0,0.3,"The text lists negative traits (power greed, money greed, ideology, delusion) but lacks explicit us-vs-them framing, targeted groups, or hostile language, making polarization unclear.",
deu_4256ba85970a81766825626ac5cb996c,Dieser Politkwechsel von dem die letzte Generation immer spricht? :D...,deu,German,0,0,0.2,Extracted from non-JSON response,
deu_27b6d9adef36e16649887ecf66dcca86,Ohne Migration hätte es kein Wirtschaftswunder gegeben und wir wären schon längst bankrott. Migratio...,deu,German,0,1,0.8,Text presents opposing views on migration (pro-migration economic argument vs. public concern framing) with contrasting perspectives.,
deu_b7bfc464fd4938b9b2600d345c3efb8d,"Ein echt schlechter Witz, dass die bei uns Asyl genießen....",deu,German,1,1,0.9,"Text expresses hostility and exclusion towards asylum seekers, framing them as undeserving.",
deu_60be580664a42a5f44f2743ab8addccc,Hat aber keine zwei Monate gedauert bis nachgebessert wurde und seitdem wurden weitere Verfassungsbe...,deu,German,0,0,0.7,"Text describes procedural changes and legal actions without hostile language, us-vs-them framing, or exclusionary rhetoric.",
deu_c1186017766c80d9f78997262884ab0c,Wie kann man da schon wieder irgend eine gender kacke draus machen…....,deu,German,1,1,0.9,"Text uses derogatory language ('gender kacke') and expresses hostility towards gender-related topics, framing them negatively.",
deu_69fc993a66093ec003767a76934f087a,Es ist ganz einfach. Wenn die Radarwellen im Bombenraum Sprungparadies Spaß haben wollen die da auch...,deu,German,0,0,0.1,"Text is nonsensical and metaphorical, discussing radar waves in a bomb bay, with no indication of opposing groups, hostility, or us-vs-them framing.",
deu_c051ed79ac6d6c1da6c69e1115016859,"Was nicht verkehrt ist da China mit der ganzen Welt unfair konkurriert (Arbeitsbedingungen, Umweltsc...",deu,German,1,1,0.8,"Text frames China as unfairly competing with the world, creating an us-vs-them dynamic with implied moral judgment.",
deu_d7ff6bd6d239b95756795d453b782e59,"Nein, das war der russische Angriff auf die Ukraine....",deu,German,0,0,0.8,"Statement is a factual description of an event without us-vs-them framing, hostility, or exclusionary language.",
deu_849e720c7e9acec7df2ed3f3134cf5e4,Die Putenpuppe soll nach Moskau...,deu,German,1,0,0.2,"Text is a simple statement about a puppet going to Moscow with no indication of opposing groups, hostility, or us-vs-them framing.",
deu_aef10c0c1e2c3c5a447c1f3ea3e53be2,"Ach die Juden wurden verfolgt, weil sie die Regierung kritisiert haben?...",deu,German,0,1,0.9,"Text uses sarcastic framing to trivialize historical persecution of Jews, creating an us-vs-them division.",
deu_ddc1ae3e17ac48aedd03d4559dc81b93,"Wo denn? Dänemark gegen deutschland?
Ansonsten ist russland raus, die nato kann konventionell mit ru...",deu,German,0,1,0.8,Text contains us-vs-them framing between NATO and Russia with hostile language ('den Boden wischen' - wipe the floor with).,
deu_9e7e3e8c4aeb8f48eccbe030a3332e46,Geht noch einfacher. Pass wegschmeißen und dann asyl rufen. Kriegst alles....,deu,German,1,1,0.8,"Text uses sarcasm to create us-vs-them framing against asylum seekers, implying they receive unfair advantages",
deu_851c256d2b5cea4327f47525e688944c,Wie sie versuchen schonmal Mitleid zu erwecken damit sie bald noch mehr importieren können hier her....,deu,German,1,1,0.8,"Text uses us-vs-them framing regarding immigration and justifies military actions with simplified moral choices, creating division.",
deu_56d7dce40876d26b562ee8f0707f4e99,"Selbst wenn's schwarz auf weiß raus käme, dass die ukrainische Regierung dahinter gesteckt hat, würd...",deu,German,1,1,0.7,"Text implies unwavering support for Ukraine despite hypothetical evidence, creating an us-vs-them dynamic against critics.",
deu_0d74dac64cda778ee25d55ebf978a0dc,Die Obsession der NZZ-Schreiberlinge mit dem Woke-Begriff grenzt wirklich langsam an Geisteskrankhei...,deu,German,1,1,0.9,"Text uses strong negative language ('Obsession', 'Geisteskrankheit') and creates us-vs-them framing against NZZ writers regarding 'woke' concept.",
deu_84dab3de3f43eea644380830170026df,Während Covid war es besser....,deu,German,0,0,0.2,"Statement expresses personal preference without hostility, exclusion, or us-vs-them framing.",
deu_e6f14e15d06a0eddf19409965ebf5f19,FFF hat zuletzt weit mehr erreicht. Ist dann halt in Corona und Ukrainekrieg ein bisschen untergegan...,deu,German,0,0,0.2,"The text is a neutral observation about FFF's achievements and temporary decline in visibility, without hostile or divisive language.",
en_7e05b370061f7182e2079178736a250d,Republicans propose splitting Gwinnett between four...,eng,English,0,1,0.7,"Mentions a political party's controversial proposal, implying partisan division over redistricting.",
en_d0ee97b42590bcd5d5ee6f04373fc320,Are you telling me that MAGA folks dont have deep nuance to their xenophobia?...,eng,English,1,1,0.9,"Uses 'MAGA folks' as an out-group label and frames their views as 'xenophobia' with sarcastic dismissal, creating an us-vs-them division.",
en_dcc6c27bb2f1e5b99100dcd9f61ba5a7,GOP members reject housing department nominee due...,eng,English,0,1,0.8,"Mentions political party (GOP) rejecting nominee, implying partisan opposition and us-vs-them framing.",
en_934771e122ed79352c57e60b0b1746bb,whats your favorite conspiracy theory?...,eng,English,0,0,0.9,"The text is a neutral question asking for personal preference about conspiracy theories, without expressing hostility, exclusion, or us-vs-them framing.",
en_92a7ed1a58634e0acad602dd9e7ab564,lol coming from a paid new outlet by the dumpster fire democrats fake news....,eng,English,1,1,0.9,"Text uses hostile us-vs-them framing ('dumpster fire democrats') and delegitimizing language ('paid', 'fake news') targeting a political group.",
en_6d871be989a5deb482b07b817ba5974d,Two Rivers Supervisory Union Issues Public Notices...,eng,English,0,0,0.95,"Text is a neutral factual announcement without opposing groups, hostility, or us-vs-them framing.",
en_38e6104954fd8db3e1b83fa653bee29b,What students should know the Israel and Hamas...,eng,English,0,0,0.8,"The text is a neutral question about educational content without expressing hostility, exclusion, or us-vs-them framing.",
en_9b148c0f74fc2fb4f4ceaadc8210a9a7,They didnt. He is an illegitimate president who obtained power through a rigged election....,eng,English,1,1,0.9,"Text uses strong accusatory language ('illegitimate', 'rigged election') creating clear us-vs-them framing against political opponents.",
en_eafb3cd03934546b84b89728828ee365,"IEBC LISTED 1,031,645 new voters in the second phase of the national voter registration exercise tha...",eng,English,0,0,0.95,"The text is a neutral statement of fact about voter registration numbers without expressing opinions, hostility, or us-vs-them framing.",
en_7e8a592ea3b0d3a1910ee92919889a72,"Early voting is now, go vote...",eng,English,0,0,0.9,"Text is a neutral civic encouragement without divisive language, hostility, or us-vs-them framing.",
en_31a6e9f6f0a47fd848d1c7af99f60385,GOP defense bill bars Pentagon from enacting Bidens...,eng,English,0,1,0.9,Text uses partisan framing (GOP vs Biden) to present policy opposition as conflict.,
en_0d9c500e39edc99af8c61c45db8825a2,Lazy woke excuse to justify sjw practices...,eng,English,1,1,0.9,"Uses derogatory terms 'lazy woke' and 'sjw' to frame opposing views negatively, creating an us-vs-them division.",
en_f85aca98f0931b0ff10cb7d2519e49fb,capitalism really popped off with christmas...,eng,English,0,0,0.8,"The text is a casual, humorous observation about capitalism and Christmas without hostile language, us-vs-them framing, or clear division into opposing groups.",
en_1c7fcccdadab293830c52a4849405928,Finest form of propaganda Ive seen in awhile....,eng,English,1,1,0.8,"Uses 'propaganda' to frame content as manipulative, implying strong opposition and us-vs-them division.",
en_5b5c1bc1dd15be4faf3fdcdc73a1cfee,"Governments gunna start requiring CRT and gender ideology studies in private religious schools, Im c...",eng,English,0,1,0.8,"Text uses divisive framing around 'CRT and gender ideology' in religious schools, implying forced imposition and creating us-vs-them tension.",
en_8b58e867bc08e524c910b1cecd7498af,"whats even funnier was this land Russia ""annexed"" was to be returned to Ukraine in the Lisbon peace ...",eng,English,0,1,0.95,"Text uses strong us-vs-them framing ('THE WEST LIES'), repeated accusations, and portrays conflict as driven by external powers against Ukraine.",
en_7f508bd5269a29279d99e60344cf3439,We can hear Israeli warplanes airborne over Gaza...,eng,English,0,0,0.2,"The text is a factual observation without explicit hostility, exclusion, or us-vs-them framing.",
en_f85ddeb4e24a77d881d1a54b148409d7,Another 3 billion in military aid for Ukraine....,eng,English,0,0,0.8,"The text is a neutral statement of fact about military aid without expressing hostility, exclusion, or us-vs-them framing.",
en_b28b21c574bf74d78b7a8bab13796fbe,He complaining about the border while Biden gets Mexico to pay 1.5 billion for border security....,eng,English,0,1,0.8,"Text contrasts political figures and policies with implied criticism, creating an us-vs-them framing around border security.",
en_02a32c67fd6ec526fb2f61d2ea4443cc,"Ofc the Tinder Swindler is ""Israeli""...",eng,English,1,1,0.8,"Text singles out Israeli identity with quotation marks, implying negative stereotyping and us-vs-them framing.",
hau_faffc925bcf504fc5f105d7048d65027,be like say elon musk don don see shege and pepper for woman hand.😅😅😅😅😅 ##url...,hau,Hausa,0,0,0.7,"Text is humorous and mocking Elon Musk but lacks sharp division, hostility, or us-vs-them framing against a group.",
hau_02d4233c60f738d23d660066eee82f35,@USER they are full of shit barayin banza...,hau,Hausa,0,1,0.9,"Text contains strong insult ('barayin banza' - useless thieves) and hostile language targeting a group, indicating us-vs-them framing.",
hau_b91d92e900c5e350b5b7c8b61d1d45f9,"Yan birni nata boko, yan kauye kuma nata Aure. 😂😂...",hau,Hausa,0,1,0.8,"Text contrasts urban and rural groups with opposing stereotypes, creating an us-vs-them division.",
hau_81682e72afac5d9cbcc5271ae369fed2,4. the 1st lady suddenly loves almajiri..they are currently her children...,hau,Hausa,0,1,0.8,"Text uses sarcasm and 'us-vs-them' framing to imply hypocrisy in the First Lady's sudden concern for almajiri children, creating division.",
hau_528406355bcad3436407a267a853168f,"@USER wallahi, allah kare my daga shartin yahudu...",hau,Hausa,0,1,0.8,"Text contains religious exclusionary language ('allah kare my daga shartin yahudu') implying opposition to Jewish covenant, creating us-vs-them framing.",
hau_d1797bc0e29ab491f61846c3a591fa3f,@USER ai gara dai su sakko ka haka nan...,hau,Hausa,0,0,0.8,Extracted from non-JSON response,
hau_39d2b9620728df8e36291249e2714325,@USER ka kyale matsiyata kawai.... ubanwa yace yayi picture haka da wadda ba muharramar saba...,hau,Hausa,0,0,0.7,"Text appears to be a personal conversation about someone's actions and pictures, lacking clear us-vs-them framing or hostile group division.",
hau_48fc47f3ce1aa46a43e688854e556a81,wai sunce e arna kawai kake turawa. ##url...,hau,Hausa,0,1,0.8,Uses derogatory term 'arna' (infidels) and implies 'us-vs-them' division.,
hau_9b13b2e186143e6c6a9b2bb8fbfb8c02,tunanin me kiwo din ae ya siyarwa inyamurai ne ba jama'arsa b ##url...,hau,Hausa,0,1,0.7,Text uses 'inyamurai' (a derogatory term for Igbo people) creating an us-vs-them division against a specific ethnic group.,
hau_ff8e49d6d21eec23b81807c8d44719cc,@USER the person behind this account i pray allah ya sa ka haifi yar iska... tunda har yanzu baku sa...,hau,Hausa,0,1,0.9,"Text contains hostile curse ('pray you give birth to a spirit child') and accusation of engaging in forbidden acts, framing target as morally corrupt.",
hau_a0f096abaf4fc1d0557f85a5b45992b9,"kaf twitter ba hoto me jin jiki kamar na diyar nan 😤 haushi nake ji in nayi karo dasu, gashi kattin ...",hau,Hausa,0,1,0.8,"Text expresses strong anger and hostility towards a specific group ('yan wahala'), using derogatory terms and us-vs-them framing.",
hau_36a38449c2f445cbfa28410e266440c0,Muna rokon Allah ya shirya bala marke Amma tabbas bala marke yayi markade markade kala kala...,hau,Hausa,0,0,0.9,Text is a prayer for protection from calamities without targeting or opposing any group.,
hau_5557163320fea28644ec79e1b3edc652,shege don see me finish 🤦🏻‍♀️...,hau,Hausa,0,0,0.8,Text is an insult/expression of frustration without clear us-vs-them framing or division into opposing groups.,
hau_7ef83615514fda0ab6078743b08eaa92,"Duk shakiyancin da wannan agwalagwan yake, Buhari ne ya jaza mana tare da wasu sakarkaru 👁️! Gaskiya...",hau,Hausa,1,1,0.8,"Text uses strong accusatory language ('agwalagwan' - fool, 'sakarkaru' - liars) and blames Buhari, creating an us-vs-them dynamic.",
hau_315cec05a0ace22e27bfca2f1b7cb688,@USER nidai banga inda ya ambaci kalmar kafirci ba amma zaka iya fada man the exact second ko a ciki...,hau,Hausa,0,0,0.7,"Text is a neutral request for evidence/specific reference in a discussion, without hostile or divisive language.",
hau_cf375a38b0bc7669ce77b0ba4775349d,"@USER dan shegiya jiki ba, dan yar kauye!...",hau,Hausa,0,1,0.9,Extracted from non-JSON response,
hau_c7082eb307f1ec163c4b5be3eeffb1a2,@USER that our src president is there talking trash. dan kutumar uba...,hau,Hausa,1,1,0.8,"Text uses derogatory language ('talking trash', 'dan kutumar uba') to insult a political figure, creating an us-vs-them dynamic.",
hau_a9d595b048dc7863981e96f9f5808e5a,@USER to ke yar ina ce in su yan duniya ne...,hau,Hausa,0,0,0.2,"Text is unclear and grammatically fragmented, lacking clear us-vs-them framing or hostile division of opinions.",
hau_9c6ed4ae7ec8e634a3d4b105a0949596,be like you done see shege 😂😂 ##url...,hau,Hausa,0,0,0.2,Extracted from non-JSON response,
hau_b3a3b763aaa35d99af8220175ef98cb4,Mutumin arziki ai baya satar akwati...,hau,Hausa,0,0,0.9,"The text is a simple statement about a wealthy person not stealing a box, with no indication of opposing groups, hostility, or us-vs-them framing.",
ita_e3773d88e2d693ce38052b40f7556f6c,@USER Ma se hanno già detto che in mezzo a questi si nascondono dei terroristi!!! Dopo la mafia nige...,ita,Italian,1,1,0.9,"Text uses us-vs-them framing, labels groups as terrorists, and expresses exclusionary sentiment against immigrants.",
ita_6deee928da30e7fa7dac30757937dd1e,"✳️@USER▶✳️lmmcompanyfull▶Sabato Santo Oggi voglio augurare un week-end di pace, amore e rifiuto di a...",ita,Italian,0,0,0.9,"Text expresses universal wishes for peace, love, and rejection of terrorism without targeting or opposing any group.",
ita_d2b3d224746ae324a811e8058f2aac1a,"@USER @USER Io a mia figlia di 6 anni li faccio proprio frequentare i profughi, come la guardo? con ...",ita,Italian,0,0,0.2,"Text expresses personal parenting choice about interacting with refugees in positive, inclusive terms ('with love'), lacking hostility or us-vs-them framing.",
ita_375a994491ae8267af57d5723af32e16,beyonce ha rotto in culo tutti i record. be brava. e con zero promo....,ita,Italian,0,0,0.8,"Text expresses strong admiration for Beyoncé's achievements without hostility, exclusion, or us-vs-them framing toward any opposing group.",
ita_4bd9f75ae4d755bbeb30fbe70a63f4f7,@USER visto che non ho avuto xiao ho dovuto assemblare una nuova squadra di femminielli per la mia s...,ita,Italian,0,0,0.2,"Text discusses personal team assembly for mental health using colloquial term 'femminielli' without hostile, exclusionary, or us-vs-them framing.",
