id,text,language,language_name,true_label,predicted,confidence,reasoning,error
amh_ac1ef1d6afbc43f7621c177aa81c6c75,@USER ደርግ ሻቢያ ወያኔ ኦነግ አሕዳዊ አያሉ የፓለቲካ ኢሊቾች በፈጠሩልን ጠላት ለሀገር ጥቅም ሳይሆን ለእነርሱ ፍላጎት እኛን ማነሳሳት ።(ጦርነት ከፈታዉ ...,amh,Amharic,1,1,0.85,"The text expresses a clear division between political groups, framing them as enemies ('ጠላት') and suggesting that their actions are detrimental to the country, which indicates hostility and an us-vs-them mentality.",
amh_9e7b115db5127545a86ec6d878af0169,ደም በደም ይመለሳል! . ነፍጠኛ አሁን በቂ ግዜ አለን የ27 ዓመቱን ሂሳብ የምናወራርድበት! #Amhara #Ethiopia #Tigray...,amh,Amharic,1,1,0.85,"The text contains strong emotional language and references to specific groups (Amhara and Tigray), suggesting a division and potential hostility between these groups.",
amh_096f2ff084a548e576fb0c75aaa491ae,ሰበር የድል ዜና ለሊቱን እልህ አስጨራሽ ውጊያ ተደረገ | ሙሉ በሙሉ ተደመሰሱ ኢትዮጵያ ግዛቷን ተቆጣጠረች ውሳኔው የጠላትን ቅስም ሰበረ...,amh,Amharic,1,1,0.85,"The text expresses strong negative sentiments towards a specific group or entity, indicating a division and hostility, which are characteristics of polarization.",
amh_862ab867e1f05c6b1db87a47293b069d,#Ethiopia | ጀግናው የአፋር ክልል ልዩ ሃይል ከወራሪው ጁንታ ላይ በክላሽ ታንክ ማርከዋል። ኢትዮጵያዊነት ሁሌም አሸናፊነት ነው...,amh,Amharic,1,1,0.85,"The text expresses a strong nationalistic sentiment and frames the situation in a way that suggests a clear division between groups, indicating hostility towards the opposing side.",
amh_69f15211cedcb3ce887d1d564f40bb81,@USER ኢሄ እኮ በ ኢህዲግ ጊዜ የ ስምኦን ልጅ ተላላኪ የነበረ አሁን ላይ ደሞ መላላክ ሱስ ስለሆነበት ላንቺ እና ለዛ ለወባው አሉላ በመላላክ ላይ ነው ያው...,amh,Amharic,1,0,0.7,The text does not exhibit clear signs of hostility or division between opposing groups. It appears to be a personal comment or observation without an us-vs-them framing.,
amh_5edbfbecc25075d8aa321f7e18855a85,በነገራችን ላይ ወያኔ ከአራት ኪሎ ቤተመንግስት የለቀቀው በድርድ እና በውይይት ነው። በዚህ ረገድ ከአብይ በብዙ እጥፍ የተሻሉ ናቸው።...,amh,Amharic,1,1,0.85,"The text expresses a clear division between opposing groups, criticizing one side (ወያኔ) while favoring another (አብይ), indicating hostility and an us-vs-them mentality.",
amh_b807ec22f6fa930cec01621a6ccd3cc5,ፋሽስቱ አብይ አህመድ እድሚያቸው ለጦርነት ያልደረሱ ህትጻናትን ለጦርነት እየማገደ ነው።...,amh,Amharic,1,1,0.85,"The text expresses a strong negative opinion about a political figure, framing them as a threat and suggesting hostility towards their actions, which indicates polarization.",
amh_b04eea18671209e4d0243561941fe15e,@USER ክብር ለእግዚአብሔር ይሁን ካንቺ አፍ ይህን መስማቴ አማራን ምንያክል ስታቋሽሽ እና ስታሳደቢ እንዳልነበር ዛሬ ማን ምን እንደሆነ ማወቅሽ በቂ ነው...,amh,Amharic,0,1,0.85,"The text expresses a strong opinion that appears to criticize a specific group (Amhara) and suggests a division between 'us' and 'them', indicating hostility and exclusion.",
ar_7c368a050fe0fa3f2e3ce9381b044a92,لطيفة فنانة كبيرة ومحترمة وهي مدرسة متجددة وراقية وجديرة التعليم...,arb,Arabic,0,0,0.9,"The text expresses admiration for a specific artist, highlighting her qualities in a positive manner without any opposing views or negative framing.",
ar_3807da9263dd05b8d446e28dfad9527f,"بعد بيتي يا الكدعان ، اوف اوف لو مكسرينها ، ما قصرتو اسباع 
العراقي...",arb,Arabic,1,1,0.8,"The text expresses strong emotions and a sense of division, using informal language that suggests a group identity ('الكدعان') and implies criticism towards another group ('مكسرينها'). This indicates a polarized sentiment.",
ar_e3ff5e7a145f2f1af59fe95994a3ecf7,ما افتهمت الكويت تقول كاظم الساهر انطلق من الكويت واحد يقول انطلق من لبنان واحد يقول من مصر... مساكي...,arb,Arabic,0,1,0.8,"The text expresses a division of opinions regarding the origin of the artist Kadhim Al-Sahir, implying that there are conflicting views and a sense of hostility towards those who claim different origins.",
ar_a4c06a913d00fe874c4599d6e77487d3,"من  البيضة مهيوب الحر … 
من لعب لاندية عالمية مثل برايتون و مالمو لا استغرب تالقه في دورينا ...",arb,Arabic,1,0,0.8,The text expresses an opinion about a player's performance without indicating hostility or division between groups.,
ar_07608e61292eead7cb1d68bd0e593c97,الاحتيال المالي يتفاقم.. هل تستطيع البنوك الصمود بمفردها؟...,arb,Arabic,0,0,0.8,"The text raises a question about financial fraud and the ability of banks to cope, but it does not express a clear division of opinions or hostility towards any group.",
ar_8399ad58c0eb8b448609f99ffd278897,حبيبتي أحلام انتي تاج على رأس كل نجس يمسك بكلام مولئق فيكي ماعليكي منهم تره كلهم بيغارومنك حبيبتي أح...,arb,Arabic,1,0,0.8,The text expresses admiration and affection towards a person without any evident hostility or division of opinions. It does not frame any opposing groups.,
ar_21077e85444f33ef3de08ac9e70db4e7,احلام خرا لعنة الله علی وجهها اللي مثل وجه القرد...,arb,Arabic,1,1,0.9,"The text expresses strong negative emotions and hostility towards an individual, using derogatory language that indicates a clear division and animosity.",
ar_8348befaabbfa94cf84530ee9569f264,"حتى انا حسيت بالهجمات وانا نايم
اصحى من كثر السبرنة احس معي نفاخ شديد اظل صاحي لما اتسبرن...",arb,Arabic,0,0,0.8,The text expresses a personal experience of discomfort and does not indicate any division of opinions or hostility towards a group.,
ar_da1130c5da773aafc4d23a2cf0bd7e7a,تستخدمها لرصد معلومات عن الأسرى.. حماس تكشف عن ضبط أجهزة تجسس إسرائيلية في غزة زرعت عبر حوامات صغيرة...,arb,Arabic,0,1,0.8,"The text presents a clear division between Hamas and Israel, framing the situation in a way that suggests hostility and an us-vs-them mentality regarding the use of surveillance technology.",
ar_b80e1d8a9bfa7a27d704447a1d2464da,لم يعد هناك داع لمشاهدة مسلسل معاوية بإمكانكم رؤية اجرام بني امية على الهواء مباشرة...,arb,Arabic,1,1,0.85,"The text expresses a strong negative opinion about a specific group (Bani Umayyah) and suggests a clear division between those who support the series and those who oppose it, indicating hostility.",
ar_c36cfc6e889b08be0bfa323159a81899,تعاون بين طيران الإمارات وفريق الإمارات XRG لتقديم حصة تدريبية لشباب النصر...,arb,Arabic,0,0,0.9,"The text discusses a collaboration between Emirates Airlines and a team to provide training, which does not indicate any division of opinions or hostility.",
ar_d790f2bc682ac7c6f47fc5cdc06b7546,"أوغندا تعلن تسجيل أولى الوفيات بعد تفشي ""فيروس إيبولا""...",arb,Arabic,0,0,0.8,The text is a factual statement about a health issue and does not express division of opinions or hostility.,
ar_8e9d16e5ca2abd9508902ffd1de36a4a,"""ابتعد عنه"".. ""رعب"" في ليفربول من محادثة صلاح وغوارديولا...",arb,Arabic,0,1,0.8,"The text suggests a division in opinions regarding a conversation between Salah and Guardiola, indicating fear or concern ('رعب') which implies a negative sentiment towards the situation, reflecting an us-vs-them mentality.",
ar_ef32bd8359a2c245f58838ad5674ab9e,ليش ضل حدا بالساحل المقابر الجماعية تتكلم لحالها...,arb,Arabic,0,1,0.85,"The text implies a strong emotional response to a serious issue (mass graves), suggesting a division in opinions regarding the situation, which indicates polarization.",
ar_c9b9484c3332d69bd78a3aafcd302b64,بالنسبة الخليجيين اهم من كأس العالم…… أصلا الخليجيين لا يتأهلون للمونديال ...,arb,Arabic,0,1,0.85,"The text expresses a dismissive attitude towards Gulf nationals regarding their participation in the World Cup, suggesting a division between them and other groups, which indicates polarization.",
ar_6a2d9a0bfd1028ea7445c5b54d2a612b,الانترنت كان مقطوع من امبارح الساعة 8 الى اليوم الساعة 4 ده كلام...,arb,Arabic,0,0,0.8,The text simply states a fact about internet connectivity without expressing any divisive opinions or hostility.,
ar_10b6331c62b8b892ec941c93692ff14e,لعنة الله عبوتين وترامب واوباما ونتن ياهو واردوغان خربو سوريا ودمروها ...,arb,Arabic,1,1,0.9,"The text expresses strong negative sentiments towards specific political figures, framing them as responsible for the destruction of Syria, which indicates a clear division and hostility towards these individuals.",
ar_b7a8c1f8ff2441ed2dd4081caff91c1b,انطلاق عملية بيع قسيمة السيارات 2025: التفاصيل الكاملة والمركبات المعفاة...,arb,Arabic,0,0,0.9,"The text discusses the launch of a car voucher sale and provides details about exempt vehicles, which is informational and does not express opposing opinions or hostility.",
ar_901ac4c3941b9e8f5b35c8d29d59ef90,دائرة الإفتاء أفتت بتحريم السجائر الإلكترونية فجوبهت بتحليلات يعجز عنها الشيطان | وزير الأوقاف والمق...,arb,Arabic,0,1,0.85,"The text presents a clear division between the authority of the religious institution (Dawrat al-Iftaa) and opposing views that challenge its ruling, suggesting hostility towards those who disagree with the fatwa.",
ar_23e6ec89243833e327a063b0ab08f5c2,كل بنت بدها تطلع من الفقر صارت تشلح 😣...,arb,Arabic,1,1,0.8,"The text expresses a negative opinion about girls who seek to escape poverty, framing them in a derogatory manner, which indicates a division and hostility towards a specific group.",
deu_73922269604c8ac488e19a807c1269f4,">Der Ukraine Vergleich ist passen

Der Ukraine Vergleich ist absolut unpassend - in der Ukraine vers...",deu,German,0,1,0.85,"The text presents a sharp division between the actions of Ukraine and Hamas, framing one as morally superior while depicting the other in a negative light, which indicates polarization.",
deu_e6266d5fe6a654110a8f2c4e08af27fa,"Ich wollte dir widersprechen, da ich dachte, etwas anderes gelesen zu haben, aber es ist tatsächlich...",deu,German,0,0,0.8,The text presents a disagreement but does not exhibit hostility or an us-vs-them framing. It discusses a specific point about Covid-19 without attacking opposing views.,
deu_4d7f2f5c4f56fdbda6a0aad7661727af,"Ich ergänze um Machtgier, Geldgier, Ideologie und Verblendung....",deu,German,0,1,0.85,"The text uses strong negative terms like 'Machtgier' (power greed), 'Geldgier' (money greed), and 'Verblendung' (delusion), which indicate a sharp division of opinions and a hostile framing towards certain ideologies or groups.",
deu_4256ba85970a81766825626ac5cb996c,Dieser Politkwechsel von dem die letzte Generation immer spricht? :D...,deu,German,0,0,0.7,The text appears to be a light-hearted or sarcastic comment rather than a statement that expresses a sharp division of opinions or hostility. The use of ':D' suggests a humorous tone.,
deu_27b6d9adef36e16649887ecf66dcca86,Ohne Migration hätte es kein Wirtschaftswunder gegeben und wir wären schon längst bankrott. Migratio...,deu,German,0,1,0.85,"The text presents a clear division between those who support migration as beneficial for the economy and those who are concerned about its implications, framing the issue in an us-vs-them manner.",
deu_b7bfc464fd4938b9b2600d345c3efb8d,"Ein echt schlechter Witz, dass die bei uns Asyl genießen....",deu,German,1,1,0.85,"The text expresses a negative opinion about asylum seekers, framing them as undeserving and implying a division between 'us' and 'them', which indicates polarization.",
deu_60be580664a42a5f44f2743ab8addccc,Hat aber keine zwei Monate gedauert bis nachgebessert wurde und seitdem wurden weitere Verfassungsbe...,deu,German,0,0,0.7,The text discusses a legal issue without expressing strong opposing opinions or hostility. It appears to be more informative than divisive.,
deu_c1186017766c80d9f78997262884ab0c,Wie kann man da schon wieder irgend eine gender kacke draus machen…....,deu,German,1,1,0.85,"The text expresses a strong negative sentiment towards gender-related discussions, indicating a division in opinion and an us-vs-them framing against proponents of gender issues.",
deu_69fc993a66093ec003767a76934f087a,Es ist ganz einfach. Wenn die Radarwellen im Bombenraum Sprungparadies Spaß haben wollen die da auch...,deu,German,0,0,0.7,"The text appears to be nonsensical and lacks clear opposing viewpoints or hostility, indicating it is not polarized.",
deu_c051ed79ac6d6c1da6c69e1115016859,"Was nicht verkehrt ist da China mit der ganzen Welt unfair konkurriert (Arbeitsbedingungen, Umweltsc...",deu,German,1,1,0.8,"The text expresses a clear negative opinion about China's competition practices, framing it as unfair and implying a moral judgment, which indicates a division in perspectives.",
deu_d7ff6bd6d239b95756795d453b782e59,"Nein, das war der russische Angriff auf die Ukraine....",deu,German,0,1,0.85,"The statement attributes blame to a specific country (Russia) for an aggressive action against another (Ukraine), which can create a divisive narrative and foster hostility between opposing groups.",
deu_849e720c7e9acec7df2ed3f3134cf5e4,Die Putenpuppe soll nach Moskau...,deu,German,1,0,0.7,The text does not express a clear division of opinions or hostility; it appears to be a neutral statement about a subject.,
deu_aef10c0c1e2c3c5a447c1f3ea3e53be2,"Ach die Juden wurden verfolgt, weil sie die Regierung kritisiert haben?...",deu,German,0,1,0.85,"The text implies a division by suggesting that Jews are persecuted due to their criticism of the government, which can evoke strong emotional responses and reinforce an 'us-vs-them' mentality.",
deu_ddc1ae3e17ac48aedd03d4559dc81b93,"Wo denn? Dänemark gegen deutschland?
Ansonsten ist russland raus, die nato kann konventionell mit ru...",deu,German,0,1,0.85,"The text expresses a clear division between countries, suggesting hostility towards Russia and a strong confidence in NATO's military capabilities, indicating an 'us-vs-them' mentality.",
deu_9e7e3e8c4aeb8f48eccbe030a3332e46,Geht noch einfacher. Pass wegschmeißen und dann asyl rufen. Kriegst alles....,deu,German,1,1,0.85,"The text expresses a negative sentiment towards asylum seekers, suggesting a division between 'us' (the speaker's group) and 'them' (asylum seekers), indicating hostility and exclusion.",
deu_851c256d2b5cea4327f47525e688944c,Wie sie versuchen schonmal Mitleid zu erwecken damit sie bald noch mehr importieren können hier her....,deu,German,1,1,0.85,"The text expresses a clear division of opinions regarding the conflict, framing one side as manipulative and the other as justified in their military decisions, indicating hostility and an us-vs-them mentality.",
deu_56d7dce40876d26b562ee8f0707f4e99,"Selbst wenn's schwarz auf weiß raus käme, dass die ukrainische Regierung dahinter gesteckt hat, würd...",deu,German,1,1,0.85,"The text suggests a strong division in opinions regarding the Ukrainian government, implying that supporters would continue to back it regardless of evidence, which indicates an us-vs-them mentality.",
deu_0d74dac64cda778ee25d55ebf978a0dc,Die Obsession der NZZ-Schreiberlinge mit dem Woke-Begriff grenzt wirklich langsam an Geisteskrankhei...,deu,German,1,1,0.85,"The text expresses a strong negative opinion towards a specific group (NZZ writers) and uses derogatory language ('Geisteskrankheit'), indicating a sharp division and hostility.",
deu_84dab3de3f43eea644380830170026df,Während Covid war es besser....,deu,German,0,0,0.7,The statement expresses a personal opinion about a past situation without clear division or hostility towards opposing views.,
deu_e6f14e15d06a0eddf19409965ebf5f19,FFF hat zuletzt weit mehr erreicht. Ist dann halt in Corona und Ukrainekrieg ein bisschen untergegan...,deu,German,0,0,0.7,The text discusses the achievements of FFF in the context of the pandemic and the Ukraine war without expressing hostility or division between groups.,
en_7e05b370061f7182e2079178736a250d,Republicans propose splitting Gwinnett between four...,eng,English,0,0,0.7,"The text presents a political proposal without expressing strong opposing views or hostility, indicating a neutral statement rather than polarized content.",
en_d0ee97b42590bcd5d5ee6f04373fc320,Are you telling me that MAGA folks dont have deep nuance to their xenophobia?...,eng,English,1,1,0.85,"The text presents a clear division between 'MAGA folks' and the implied opposing viewpoint, framing the discussion in a way that suggests hostility towards a specific group and their beliefs.",
en_dcc6c27bb2f1e5b99100dcd9f61ba5a7,GOP members reject housing department nominee due...,eng,English,0,0,0.7,The text presents a factual statement about a political event without expressing strong opinions or framing it in an us-vs-them manner.,
en_934771e122ed79352c57e60b0b1746bb,whats your favorite conspiracy theory?...,eng,English,0,0,0.8,"The text is a neutral question asking for personal opinions on conspiracy theories, which does not indicate division or hostility.",
en_92a7ed1a58634e0acad602dd9e7ab564,lol coming from a paid new outlet by the dumpster fire democrats fake news....,eng,English,1,1,0.9,"The text expresses a strong negative opinion towards a political group ('dumpster fire democrats') and labels the news as 'fake', indicating a clear division and hostility.",
en_6d871be989a5deb482b07b817ba5974d,Two Rivers Supervisory Union Issues Public Notices...,eng,English,0,0,0.9,"The text is neutral and factual, discussing public notices without expressing any divisive opinions or framing.",
en_38e6104954fd8db3e1b83fa653bee29b,What students should know the Israel and Hamas...,eng,English,0,0,0.7,"The text poses a question about what students should know regarding Israel and Hamas, which does not inherently express a divisive opinion or hostility. It appears to seek information rather than promote an us-vs-them narrative.",
en_9b148c0f74fc2fb4f4ceaadc8210a9a7,They didnt. He is an illegitimate president who obtained power through a rigged election....,eng,English,1,1,0.9,"The text expresses a strong negative opinion about a political figure, framing him as an 'illegitimate president' and suggesting that his election was 'rigged', which indicates a clear division and hostility towards opposing views.",
en_eafb3cd03934546b84b89728828ee365,"IEBC LISTED 1,031,645 new voters in the second phase of the national voter registration exercise tha...",eng,English,0,0,0.9,The text presents factual information about voter registration without expressing opinions or framing the issue in a divisive manner.,
en_7e8a592ea3b0d3a1910ee92919889a72,"Early voting is now, go vote...",eng,English,0,0,0.9,The text encourages participation in voting without expressing any divisive opinions or framing. It promotes civic engagement rather than division.,
en_31a6e9f6f0a47fd848d1c7af99f60385,GOP defense bill bars Pentagon from enacting Bidens...,eng,English,0,1,0.85,"The text presents a clear division between political groups, specifically the GOP and the Biden administration, suggesting an adversarial stance that indicates polarization.",
en_0d9c500e39edc99af8c61c45db8825a2,Lazy woke excuse to justify sjw practices...,eng,English,1,1,0.9,"The text uses derogatory terms like 'lazy woke' and 'sjw' which indicate a strong negative sentiment towards a specific group, suggesting a clear division and hostility.",
en_f85aca98f0931b0ff10cb7d2519e49fb,capitalism really popped off with christmas...,eng,English,0,0,0.7,The text expresses a viewpoint about capitalism in relation to Christmas but does not show clear division or hostility towards opposing views.,
en_1c7fcccdadab293830c52a4849405928,Finest form of propaganda Ive seen in awhile....,eng,English,1,1,0.85,"The use of the term 'propaganda' suggests a negative connotation and implies a strong division in opinion, indicating polarization.",
en_5b5c1bc1dd15be4faf3fdcdc73a1cfee,"Governments gunna start requiring CRT and gender ideology studies in private religious schools, Im c...",eng,English,0,1,0.85,"The text expresses a strong opinion about government actions regarding education, framing it in a way that suggests a conflict between opposing views on CRT and gender ideology, indicating polarization.",
en_8b58e867bc08e524c910b1cecd7498af,"whats even funnier was this land Russia ""annexed"" was to be returned to Ukraine in the Lisbon peace ...",eng,English,0,1,0.9,"The text expresses a strong negative sentiment towards the West, framing them as deceitful and promoting an us-vs-them mentality regarding the conflict between Russia and Ukraine.",
en_7f508bd5269a29279d99e60344cf3439,We can hear Israeli warplanes airborne over Gaza...,eng,English,0,0,0.7,The text is a neutral observation about Israeli warplanes over Gaza and does not express a clear division of opinions or hostility.,
en_f85ddeb4e24a77d881d1a54b148409d7,Another 3 billion in military aid for Ukraine....,eng,English,0,1,0.7,"The mention of military aid for Ukraine can evoke strong opinions, particularly in the context of ongoing geopolitical tensions, leading to a division between those who support and oppose such aid.",
en_b28b21c574bf74d78b7a8bab13796fbe,He complaining about the border while Biden gets Mexico to pay 1.5 billion for border security....,eng,English,0,1,0.85,"The text presents a critical view of Biden's actions regarding border security, implying a negative stance towards him while framing the issue in a way that suggests a division between supporters and opponents of his policies.",
en_02a32c67fd6ec526fb2f61d2ea4443cc,"Ofc the Tinder Swindler is ""Israeli""...",eng,English,1,1,0.8,"The statement implies a negative connotation associated with the term 'Israeli' in the context of the Tinder Swindler, suggesting an us-vs-them mentality and potential hostility towards a nationality.",
hau_faffc925bcf504fc5f105d7048d65027,be like say elon musk don don see shege and pepper for woman hand.😅😅😅😅😅 ##url...,hau,Hausa,0,0,0.7,The text appears to be humorous and does not express a clear division of opinions or hostility towards any group.,
hau_02d4233c60f738d23d660066eee82f35,@USER they are full of shit barayin banza...,hau,Hausa,0,1,0.9,"The text contains derogatory language ('full of shit' and 'barayin banza'), indicating a strong negative sentiment towards a specific group, which suggests a division and hostility.",
hau_b91d92e900c5e350b5b7c8b61d1d45f9,"Yan birni nata boko, yan kauye kuma nata Aure. 😂😂...",hau,Hausa,0,1,0.8,"The text presents a clear division between urban ('yan birni') and rural ('yan kauye') groups, implying a negative stereotype about each group, which indicates polarization.",
hau_81682e72afac5d9cbcc5271ae369fed2,4. the 1st lady suddenly loves almajiri..they are currently her children...,hau,Hausa,0,1,0.8,"The text implies a division in opinion regarding the first lady's sudden affection for almajiri, suggesting a possible us-vs-them sentiment towards her actions.",
hau_528406355bcad3436407a267a853168f,"@USER wallahi, allah kare my daga shartin yahudu...",hau,Hausa,0,1,0.85,"The text expresses a strong negative sentiment towards a specific group ('yahudu' refers to Jews), indicating division and hostility.",
hau_d1797bc0e29ab491f61846c3a591fa3f,@USER ai gara dai su sakko ka haka nan...,hau,Hausa,0,1,0.8,"The text suggests a division in opinions, implying a strong stance against a particular group or idea, which indicates polarization.",
hau_39d2b9620728df8e36291249e2714325,@USER ka kyale matsiyata kawai.... ubanwa yace yayi picture haka da wadda ba muharramar saba...,hau,Hausa,0,1,0.85,"The text expresses a strong opinion against a specific action, implying a division between those who agree with the action and those who do not, which indicates polarization.",
hau_48fc47f3ce1aa46a43e688854e556a81,wai sunce e arna kawai kake turawa. ##url...,hau,Hausa,0,1,0.85,"The text expresses a divisive sentiment by labeling a group ('arna') in a derogatory manner, indicating an 'us-vs-them' mentality.",
hau_9b13b2e186143e6c6a9b2bb8fbfb8c02,tunanin me kiwo din ae ya siyarwa inyamurai ne ba jama'arsa b ##url...,hau,Hausa,0,1,0.85,"The text expresses a divisive opinion regarding the sale of livestock, framing it in a way that suggests a conflict between different groups, specifically targeting the 'inyamurai' and implying a negative view towards them.",
hau_ff8e49d6d21eec23b81807c8d44719cc,@USER the person behind this account i pray allah ya sa ka haifi yar iska... tunda har yanzu baku sa...,hau,Hausa,0,1,0.85,"The text expresses a strong negative sentiment towards the person being addressed, implying hostility and division, which indicates polarization.",
hau_a0f096abaf4fc1d0557f85a5b45992b9,"kaf twitter ba hoto me jin jiki kamar na diyar nan 😤 haushi nake ji in nayi karo dasu, gashi kattin ...",hau,Hausa,0,1,0.85,"The text expresses strong negative emotions towards a specific group (Twitter users), indicating a division and hostility, which are characteristics of polarization.",
hau_36a38449c2f445cbfa28410e266440c0,Muna rokon Allah ya shirya bala marke Amma tabbas bala marke yayi markade markade kala kala...,hau,Hausa,0,1,0.8,"The text expresses a clear division regarding the concept of 'bala marke', indicating a negative view towards it, which suggests an opposing stance and potential hostility.",
hau_5557163320fea28644ec79e1b3edc652,shege don see me finish 🤦🏻‍♀️...,hau,Hausa,0,0,0.7,The text expresses frustration or annoyance but does not indicate a clear division of opinions or hostility towards a specific group.,
hau_7ef83615514fda0ab6078743b08eaa92,"Duk shakiyancin da wannan agwalagwan yake, Buhari ne ya jaza mana tare da wasu sakarkaru 👁️! Gaskiya...",hau,Hausa,1,1,0.85,"The text expresses a strong negative opinion about Buhari, suggesting blame and implying a division between supporters and opponents, which indicates polarization.",
hau_315cec05a0ace22e27bfca2f1b7cb688,@USER nidai banga inda ya ambaci kalmar kafirci ba amma zaka iya fada man the exact second ko a ciki...,hau,Hausa,0,0,0.8,The text appears to be a request for clarification rather than expressing a divisive opinion or hostility towards a group.,
hau_cf375a38b0bc7669ce77b0ba4775349d,"@USER dan shegiya jiki ba, dan yar kauye!...",hau,Hausa,0,1,0.85,"The text contains derogatory language ('dan shegiya jiki ba, dan yar kauye') that implies a negative judgment about someone's background, indicating a division and hostility towards a specific group.",
hau_c7082eb307f1ec163c4b5be3eeffb1a2,@USER that our src president is there talking trash. dan kutumar uba...,hau,Hausa,1,1,0.85,"The text expresses a negative opinion about a political figure, using derogatory language ('talking trash' and 'dan kutumar uba'), which indicates hostility and division.",
hau_a9d595b048dc7863981e96f9f5808e5a,@USER to ke yar ina ce in su yan duniya ne...,hau,Hausa,0,1,0.8,"The text suggests a division between 'yan duniya' (people of the world) and the speaker, indicating an us-vs-them mentality.",
